"","data_source","model_ensemble","predictionScaled","no_transScaled","smth_transScaled","crt_transScaled","predictionUnscaled","no_transUnscaled","smth_transUnscaled","crt_transUnscaled","lake","res","method","computation","troph_level"
"1","Anabaena","25","Smooth Transition",0.0339233614504337,0.9599609375,0.00611562607809901,"Critical Transition",0.003125527407974,0.143459603190422,0.85341489315033,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"2","Aphanizomenon","25","Smooth Transition",0.019763458520174,0.97797828912735,0.00225822208449244,"Critical Transition",0.0399992018938065,0.111586600542068,0.848414182662964,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"3","Aphanocapsa","25","Smooth Transition",0.274283945560455,0.716795444488525,0.00892060622572899,"Critical Transition",0.000755639281123877,0.0662633776664734,0.932981133460999,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"4","Chroococcus","25","Smooth Transition",0.0246869754046202,0.971203744411469,0.00410929834470153,"Critical Transition",0.0399999991059303,0.119999997317791,0.839999973773956,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"5","Cyanodictyon","25","Smooth Transition",0.0128031382337213,0.968463957309723,0.0187327787280083,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"6","Lyngbya","25","Smooth Transition",0.262560606002808,0.730136156082153,0.0073031447827816,"Critical Transition",0.0145679246634245,0.0577618554234505,0.927670240402222,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"7","Microcystis","25","Smooth Transition",0.270513892173767,0.705632865428925,0.0238531827926636,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"8","Radiocystis","25","Smooth Transition",0.0202705785632133,0.969555795192719,0.0101736141368747,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"9","Aulacoseira","25","Smooth Transition",0.0145921222865582,0.962702035903931,0.0227057877928019,"Critical Transition",7.41992550283972e-16,0.0803585648536682,0.919641435146332,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"10","Cyclotella","25","Smooth Transition",0.0135701866820455,0.971751630306244,0.0146783366799355,"Critical Transition",1.06489554036807e-32,0.0781271383166313,0.921872854232788,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"11","Nitzschia","25","Smooth Transition",0.155318692326546,0.832548141479492,0.0121331550180912,"Critical Transition",0.0373575650155544,0.0426761470735073,0.919966220855713,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"12","Synedra","25","Smooth Transition",0.066911056637764,0.914054393768311,0.0190344266593456,"Critical Transition",1.83827308834252e-17,0.119921639561653,0.880078375339508,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"13","Chlamydomonas","25","Smooth Transition",0.0117696765810251,0.971998929977417,0.016231469810009,"Critical Transition",0.0068720942363143,0.120487429201603,0.872640430927277,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"14","Chlorella","25","Smooth Transition",0.189756944775581,0.807389676570892,0.00285344012081623,"Critical Transition",3.91486428270582e-05,0.118595942854881,0.88136488199234,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"15","Chlorophyte","25","Smooth Transition",0.0398519076406956,0.958229780197144,0.00191825104411691,"Critical Transition",0.0396456941962242,0.079958014190197,0.880396246910095,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"16","Chodatella","25","Smooth Transition",0.00826410204172134,0.961356818675995,0.0303790830075741,"Critical Transition",9.1750526193148e-22,0.0800451263785362,0.919954836368561,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"17","Closterium","25","Smooth Transition",0.0130133535712957,0.962239146232605,0.0247474852949381,"Critical Transition",0.039998110383749,0.0801600366830826,0.879841864109039,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"18","Coelastrum","25","Smooth Transition",0.182905375957489,0.782451868057251,0.0346427671611309,"Critical Transition",1.8784405368513e-30,0.119993440806866,0.880006551742554,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"19","Cosmarium","25","Smooth Transition",0.0856287926435471,0.903027415275574,0.0113437520340085,"Critical Transition",2.16264560513185e-13,0.115426629781723,0.884573340415955,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"20","Oocystis","25","Smooth Transition",0.0212734155356884,0.96995347738266,0.00877318531274796,"Critical Transition",0,0.0799999013543129,0.920000076293945,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"21","Pediastrum","25","Smooth Transition",0.057998675853014,0.93092554807663,0.0110757080838084,"Critical Transition",0.0399999804794788,0.0972721949219704,0.86272782087326,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"22","Scenedesmus","25","Smooth Transition",0.0193632189184427,0.973284602165222,0.00735222641378641,"Critical Transition",4.80520179202415e-10,0.11999899148941,0.880001068115234,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"23","Tetraedron","25","Smooth Transition",0.0145442457869649,0.968397378921509,0.0170585047453642,"Critical Transition",4.41403370018273e-13,0.156970620155334,0.843029379844666,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"24","Tetrastrum","25","Smooth Transition",0.0318875946104527,0.943586647510529,0.0245258361101151,"Critical Transition",0.00398389948531985,0.155156642198563,0.840859353542328,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"25","Peridinium","25","Smooth Transition",0.0178438015282154,0.976360499858856,0.00579574098810554,"Critical Transition",0.0397279113531113,0.122328005731106,0.837944090366364,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"26","Cryptomonas","25","Smooth Transition",0.0322685986757278,0.964037775993347,0.00369369355030358,"Critical Transition",9.58610053203302e-06,0.0846683531999588,0.915322124958038,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"27","Rhodomonas","25","Smooth Transition",0.0258778836578131,0.957879662513733,0.0162423960864544,"Critical Transition",3.42981184076052e-05,0.0800023972988129,0.919963240623474,"Kinneret","Yearly","EWSNet","ML","phytoplankton"
"28","Acanthoceras","25","Smooth Transition",0.0122847743332386,0.959127247333527,0.0285880640149117,"Critical Transition",0.0218456573784351,0.195812240242958,0.782342076301575,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"29","Actinastrum","25","Smooth Transition",0.0144696459174156,0.974842071533203,0.0106882639229298,"Critical Transition",0.00922244694083929,0.116869993507862,0.873907566070557,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"30","Actinocyclus","25","Smooth Transition",0.0395459160208702,0.938059747219086,0.0223943144083023,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"31","Anabaenopsis","25","Smooth Transition",0.0343624539673328,0.945533692836761,0.020103907212615,"Critical Transition",0.0399999991059303,0.0824389234185219,0.877561032772064,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"32","Ankistrodesmus","25","Smooth Transition",0.00966020673513412,0.969005048274994,0.0213347002863884,"Critical Transition",0.0263639744371176,0.105637729167938,0.86799830198288,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"33","Ankyra","25","Smooth Transition",0.00919419433921576,0.963567435741425,0.0272384770214558,"Critical Transition",0.0127054369077086,0.184844195842743,0.802450358867645,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"34","Aphanizomenon","25","Smooth Transition",0.0179456770420074,0.966535031795502,0.015519262291491,"Critical Transition",0.000685078732203692,0.0505310073494911,0.948783874511719,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"35","Aphanocapsa","25","Smooth Transition",0.0901390388607979,0.889691948890686,0.020169073715806,"Critical Transition",0.0399999991059303,0.0799775049090385,0.880022525787354,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"36","Aphanothece","25","Smooth Transition",0.00924381520599127,0.967903912067413,0.0228522308170795,"Critical Transition",1.2610238400157e-06,0.136428222060204,0.86357057094574,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"37","Arthrospira","25","Smooth Transition",0.00853497162461281,0.975727081298828,0.0157379955053329,"Critical Transition",0.0312874391674995,0.173275113105774,0.795437395572662,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"38","Astasia","25","No Transition",0.732063829898834,0.255828768014908,0.0121073806658387,"Critical Transition",0.0283863767981529,0.10767675191164,0.863936841487885,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"39","Aulacoseira","25","Smooth Transition",0.0921613872051239,0.884319126605988,0.0235194899141788,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"40","Carteria","25","Smooth Transition",0.111335963010788,0.868990421295166,0.0196737255901098,"Critical Transition",1.28813127699134e-12,0.0388181693851948,0.961181819438934,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"41","Chlamydomonas","25","Smooth Transition",0.0134621858596802,0.919893503189087,0.0666444376111031,"Critical Transition",0.0399999991059303,5.10534964169055e-18,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"42","Chlorella","25","Smooth Transition",0.218863919377327,0.763982236385345,0.0171537660062313,"Critical Transition",8.23994741949718e-06,0.130387112498283,0.869604647159576,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"43","Chlorolobion","25","Smooth Transition",0.00563657842576504,0.98462188243866,0.00974166393280029,"Critical Transition",0.0203629825264215,0.112017393112183,0.867619633674622,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"44","Chromulina","25","Smooth Transition",0.0167236104607582,0.972303211688995,0.010973172262311,"Critical Transition",0.0398825854063034,0.117113694548607,0.843003749847412,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"45","Chroococcus","25","Smooth Transition",0.199879229068756,0.79595011472702,0.00417063618078828,"Critical Transition",0.0399999991059303,0.0366428606212139,0.92335718870163,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"46","Chrysochromulina","25","Smooth Transition",0.00528541207313538,0.969081938266754,0.025632631033659,"Critical Transition",0.0233430210500956,0.141215607523918,0.83544135093689,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"47","Closteriopsis","25","Smooth Transition",0.00762908207252622,0.978936910629272,0.0134340599179268,"Critical Transition",1.36660273710731e-05,0.0795251652598381,0.920461118221283,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"48","Closterium","25","Smooth Transition",0.0678436309099197,0.898396253585815,0.0337601751089096,"Critical Transition",4.92089988745866e-21,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"49","Coelastrum","25","Smooth Transition",0.1629628688097,0.820897221565247,0.0161399021744728,"Critical Transition",0,0.0400000438094139,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"50","Coenochloris","25","Smooth Transition",0.408812880516052,0.576847195625305,0.0143399480730295,"Critical Transition",0.0292550008744001,0.114575728774071,0.8561692237854,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"51","Coenocystis","25","Smooth Transition",0.0132427429780364,0.976134061813354,0.0106233069673181,"Critical Transition",0.0197087824344635,0.129293531179428,0.850997865200043,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"52","Coronastrum","25","Smooth Transition",0.0142714604735374,0.978103041648865,0.00762557378038764,"Critical Transition",0.0131307058036327,0.15120342373848,0.835665881633759,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"53","Cosmarium","25","Smooth Transition",0.0369841456413269,0.959502995014191,0.00351283815689385,"Critical Transition",0.00480855675414205,0.108002550899982,0.887188851833344,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"54","Crucigenia","25","Smooth Transition",0.0461125560104847,0.920316636562347,0.0335707366466522,"Critical Transition",7.60018247092376e-06,0.12140080332756,0.878591537475586,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"55","Crucigeniella","25","Smooth Transition",0.0371554046869278,0.941726386547089,0.0211182609200478,"Critical Transition",0.0149542763829231,0.118480175733566,0.866565525531769,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"56","Cuspidothrix","25","Smooth Transition",0.142806217074394,0.843702673912048,0.0134911574423313,"Critical Transition",0,1.09077465963496e-21,1,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"57","Cylindrospermopsis","25","Smooth Transition",0.307736963033676,0.687132120132446,0.00513084419071674,"Critical Transition",5.59873630390125e-19,0.131625488400459,0.868374466896057,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"58","Dichotomococcus","25","Smooth Transition",0.0481793582439423,0.938612282276154,0.0132083557546139,"Critical Transition",0.0167313273996115,0.0471389926970005,0.936129689216614,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"59","Dictyosphaerium","25","Smooth Transition",0.00482290703803301,0.985648393630981,0.00952878315001726,"Critical Transition",6.66407672110401e-32,0.118607737123966,0.881392240524292,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"60","Didymocystis","25","Smooth Transition",0.00744193838909268,0.972813844680786,0.0197441931813955,"Critical Transition",0.0212956853210926,0.137721285223961,0.840983152389526,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"61","Didymogenes","25","Smooth Transition",0.00502195954322815,0.969309687614441,0.0256684143096209,"Critical Transition",0.0137640917673707,0.0892686545848846,0.896967172622681,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"62","Dolichospermum","25","Smooth Transition",0.115838788449764,0.876364350318909,0.00779684446752071,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"63","Elakatothrix","25","Smooth Transition",0.0223584081977606,0.965984523296356,0.011657053604722,"Critical Transition",0.0349757894873619,0.137442216277122,0.827581942081451,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"64","Euastrum","25","Smooth Transition",0.0094593521207571,0.971115410327911,0.0194253548979759,"Critical Transition",0.015893554314971,0.086608923971653,0.897497475147247,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"65","Euglena","25","Smooth Transition",0.0113861486315727,0.974115312099457,0.0144986044615507,"Critical Transition",2.46437053874615e-07,0.0801352187991142,0.919864594936371,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"66","Fragilaria","25","Smooth Transition",0.0338039584457874,0.947613477706909,0.0185827128589153,"Critical Transition",9.03739055502228e-05,0.0771193280816078,0.922790288925171,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"67","Ulnaria","25","Smooth Transition",0.0247084479779005,0.962159931659698,0.0131314285099506,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"68","Franceia","25","Smooth Transition",0.0307317450642586,0.96182119846344,0.00744707090780139,"Critical Transition",0.00959351565688848,0.0829913839697838,0.907415091991425,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"69","Glenodinium","25","Smooth Transition",0.146646663546562,0.844233751296997,0.00911956559866667,"Critical Transition",1.15520206231114e-16,0.119999960064888,0.879999995231628,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"70","Gloeocystis","25","Smooth Transition",0.200949877500534,0.794340908527374,0.00470923166722059,"Critical Transition",6.30042122793384e-05,0.126829370856285,0.873107612133026,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"71","Gloeothece","25","Smooth Transition",0.139400064945221,0.850245833396912,0.0103540876880288,"Critical Transition",0.00125925941392779,0.12875072658062,0.869989931583405,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"72","Golenkinia","25","Smooth Transition",0.107762135565281,0.88552063703537,0.0067171617411077,"Critical Transition",0.0387782193720341,0.104351252317429,0.856870472431183,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"73","Golenkiniopsis","25","Smooth Transition",0.044927217066288,0.947781443595886,0.00729128997772932,"Critical Transition",0.0317889750003815,0.0814871788024902,0.886723875999451,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"74","Gymnodinium","25","Smooth Transition",0.0220444034785032,0.969841539859772,0.00811398960649967,"Critical Transition",5.89886803936679e-06,0.0799808353185654,0.920013248920441,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"75","Keratococcus","25","Smooth Transition",0.0123039316385984,0.970006227493286,0.0176898315548897,"Critical Transition",0.0114856418222189,0.059378232806921,0.929136037826538,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"76","Kirchneriella","25","Smooth Transition",0.0606439560651779,0.93100893497467,0.0083470344543457,"Critical Transition",1.03700061870882e-08,0.112835504114628,0.88716447353363,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"77","Komarekia","25","Smooth Transition",0.325639069080353,0.661538004875183,0.0128230331465602,"Critical Transition",0.0300060864537954,0.0314994305372238,0.938494503498077,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"78","Lagerheimia","25","Smooth Transition",0.0247510150074959,0.964191198348999,0.011057791300118,"Critical Transition",0.0227567963302135,0.143475398421288,0.833767771720886,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"79","Mallomonas","25","Smooth Transition",0.0168538279831409,0.973253011703491,0.0098932096734643,"Critical Transition",0.0105559304356575,0.133498325943947,0.855945765972137,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"80","Merismopedia","25","Smooth Transition",0.067083552479744,0.927154064178467,0.0057623153552413,"Critical Transition",0.0399970859289169,0.0349582098424435,0.92504471540451,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"81","Micractinium","25","Smooth Transition",0.0878734588623047,0.902900218963623,0.00922632310539484,"Critical Transition",0.03999999538064,0.11808368563652,0.84191632270813,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"82","Microcystis","25","Smooth Transition",0.024062592536211,0.953893423080444,0.0220439527183771,"Critical Transition",0,0.113977640867233,0.886022329330444,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"83","Monoraphidium","25","Smooth Transition",0.0296129677444696,0.960977733135223,0.00940933264791965,"Critical Transition",0.0398849733173847,0.11727349460125,0.842841506004333,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"84","Mougeotia","25","Smooth Transition",0.0865348428487778,0.892278134822845,0.0211870446801186,"Critical Transition",3.64811680864108e-10,0.0306294970214367,0.969370484352112,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"85","Navicula","25","Smooth Transition",0.119317084550858,0.875415623188019,0.00526721915230155,"Critical Transition",0.0346253737807274,0.121173925697803,0.844200730323792,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"86","Nephrochloris","25","Smooth Transition",0.008010508492589,0.966115653514862,0.0258737914264202,"Critical Transition",0.0214028358459473,0.135789006948471,0.842808246612549,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"87","Nephroselmis","25","Smooth Transition",0.00552027300000191,0.97997385263443,0.0145058585330844,"Critical Transition",0.00589014124125242,0.145059525966644,0.849050223827362,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"88","Nitzschia","25","Smooth Transition",0.00762523710727692,0.988165140151978,0.00420964555814862,"Critical Transition",0,0.119087621569633,0.88091242313385,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"89","Ochromonas","25","Smooth Transition",0.0367713049054146,0.957935512065887,0.00529309036210179,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","phytoplankton"
"90","Microcystis","25","Smooth Transition",0.00568932574242353,0.963543713092804,0.0307669565081596,"Critical Transition",4.22026172688938e-12,0.0800074189901352,0.919992506504059,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"91","Aphanizomenon","25","No Transition",0.534200489521027,0.459342002868652,0.00645748851820827,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"92","Planktothrix","25","Smooth Transition",0.0033471817150712,0.967647910118103,0.0290048737078905,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"93","Dinobryon","25","Smooth Transition",0.0153674790635705,0.965269982814789,0.0193625576794147,"Critical Transition",0.0399999991059303,0.0578860379755497,0.902113974094391,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"94","Stephanodiscus","25","Smooth Transition",0.0344523154199123,0.953875958919525,0.0116718336939812,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"95","Amphora","25","Smooth Transition",0.0168005526065826,0.962691724300385,0.0205076932907104,"Critical Transition",0.0885863304138184,0.0329745449125767,0.87843918800354,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"96","Asterionella","25","Smooth Transition",0.0169808380305767,0.980956673622131,0.00206270581111312,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"97","Cocconeis","25","Smooth Transition",0.00539614865556359,0.970720767974854,0.0238831397145987,"Critical Transition",0.0589202269911766,0.0353274792432785,0.90575236082077,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"98","Cymbella","25","Smooth Transition",0.0101687237620354,0.984185993671417,0.00564524997025728,"Critical Transition",0.0365919321775436,0.0360936373472214,0.927314400672913,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"99","Fragilaria","25","Smooth Transition",0.0138272400945425,0.970737099647522,0.0154356695711613,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"100","Nitzschia","25","Smooth Transition",0.0576736778020859,0.93449592590332,0.00783056207001209,"Critical Transition",0.000146792968735099,0.134902492165565,0.864950656890869,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"101","Ulnaria","25","Smooth Transition",0.117204025387764,0.866841375827789,0.0159545857459307,"Critical Transition",3.68322329617274e-28,0.118663370609283,0.881336688995361,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"102","Tabellaria","25","Smooth Transition",0.0124555537477136,0.968350887298584,0.019193559885025,"Critical Transition",2.14414342281088e-07,0.079048827290535,0.920950949192047,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"103","Diatoma","25","Smooth Transition",0.0620597116649151,0.912731766700745,0.0252086333930492,"Critical Transition",0.0126647977158427,0.107827484607697,0.879507660865784,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"104","Gymnodinium","25","Smooth Transition",0.0176700800657272,0.96744978427887,0.0148801179602742,"Critical Transition",0.000124935933854431,0.117922827601433,0.881952226161957,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"105","Peridinium","25","Smooth Transition",0.0464716069400311,0.936709582805634,0.0168187003582716,"Critical Transition",1.94034919331898e-06,0.141574248671532,0.858423829078674,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"106","Cryptomonas","25","Smooth Transition",0.0137473903596401,0.966723263263702,0.0195292606949806,"Critical Transition",0.00163272605277598,0.0694303959608078,0.928936839103699,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"107","Rhodomonas","25","Smooth Transition",0.0198122784495354,0.966759443283081,0.0134283527731895,"Critical Transition",7.29572778767232e-31,0.0399999991059303,0.959999978542328,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"108","Phacotus","25","Smooth Transition",0.0468730106949806,0.923120975494385,0.0300062540918589,"Critical Transition",0.0399993471801281,0.116625130176544,0.843375623226166,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"109","Ankistrodesmus","25","Smooth Transition",0.130344301462173,0.840525209903717,0.0291304960846901,"Critical Transition",0.0156951230019331,0.0512363724410534,0.93306839466095,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"110","Ankyra","25","Smooth Transition",0.0186208300292492,0.973375856876373,0.00800352543592453,"Critical Transition",0.039996549487114,0.119871348142624,0.840132117271423,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"111","Dictyosphaerium","25","Smooth Transition",0.351374328136444,0.627073228359222,0.021552562713623,"Critical Transition",0.0111965667456388,0.135450184345245,0.853353261947632,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"112","Pediastrum","25","Smooth Transition",0.160628750920296,0.771900415420532,0.0674709230661392,"Critical Transition",0.00834413152188063,0.187743172049522,0.803912758827209,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"113","Scenedesmus","25","Smooth Transition",0.205736637115479,0.79095596075058,0.0033074205275625,"Critical Transition",0.00662405416369438,0.146537631750107,0.846838295459747,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"114","Tetraedron","25","Smooth Transition",0.08071119338274,0.911429166793823,0.00785966869443655,"Critical Transition",0.0109376637265086,0.0962837487459183,0.89277857542038,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"115","Oocystis","25","Smooth Transition",0.23182874917984,0.750979661941528,0.0171915199607611,"Critical Transition",3.87874546934133e-13,0.0400079041719437,0.959992051124573,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"116","Elakatothrix","25","Smooth Transition",0.226947382092476,0.768532991409302,0.00451959576457739,"Critical Transition",8.32235436121209e-09,0.0781020894646645,0.921897828578949,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"117","Ulothrix","25","Smooth Transition",0.336033254861832,0.655708134174347,0.00825863517820835,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"118","Closterium","25","Smooth Transition",0.0113793313503265,0.98588639497757,0.00273424945771694,"Critical Transition",4.71965577730771e-09,0.16003330051899,0.839966654777527,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"119","Staurastrum","25","Smooth Transition",0.0490892827510834,0.938758492469788,0.0121521344408393,"Critical Transition",0.00877841282635927,0.0684959292411804,0.922725677490234,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"120","Mougeotia","25","Smooth Transition",0.102050952613354,0.888751983642578,0.00919708330184221,"Critical Transition",1.73485947829732e-11,0.0799959599971771,0.920004069805145,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"121","Planktolyngbya","25","Smooth Transition",0.0696337148547173,0.916139423847198,0.0142268035560846,"Critical Transition",0.00175971898715943,0.109264239668846,0.888975977897644,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"122","Coelastrum","25","Smooth Transition",0.28575411438942,0.70423024892807,0.0100155659019947,"Critical Transition",3.78101661091534e-10,0.0713349506258965,0.928665101528168,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"123","Cyclotella","25","Smooth Transition",0.0196547396481037,0.95482873916626,0.0255164690315723,"Critical Transition",0.039999894797802,0.103366509079933,0.85663366317749,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"124","Aulacoseira","25","Smooth Transition",0.0822199657559395,0.908275961875916,0.00950395688414574,"Critical Transition",0,0.119999997317791,0.879999995231628,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"125","Fragilariforma","25","Smooth Transition",0.00532613089308143,0.985557079315186,0.00911674275994301,"Critical Transition",0.0312781445682049,0.224010795354843,0.744711101055145,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
"126","Gomphonema","25","Smooth Transition",0.0256497152149677,0.963654160499573,0.0106961140409112,"Critical Transition",0.00505794165655971,0.162526533007622,0.832415461540222,"Lower Zurich","Yearly","EWSNet","ML","phytoplankton"
