"","data_source","model_ensemble","predictionScaled","no_transScaled","smth_transScaled","crt_transScaled","predictionUnscaled","no_transUnscaled","smth_transUnscaled","crt_transUnscaled","lake","res","method","computation"
"1","Anabaena","25","Smooth Transition",0.0301614925265312,0.928623676300049,0.0412148870527744,"Critical Transition",0.003837282769382,0.172959789633751,0.823202967643738,"Kinneret","Yearly","EWSNet","ML"
"2","Aphanizomenon","25","Smooth Transition",0.0216694697737694,0.968830049037933,0.00950054917484522,"Critical Transition",5.17266880706302e-06,0.0797361880540848,0.920258641242981,"Kinneret","Yearly","EWSNet","ML"
"3","Aphanocapsa","25","No Transition",0.802686870098114,0.181795805692673,0.0155173633247614,"Critical Transition",0.00234837969765067,0.0729010924696922,0.924750506877899,"Kinneret","Yearly","EWSNet","ML"
"4","Chroococcus","25","Smooth Transition",0.00452617509290576,0.988985538482666,0.00648839399218559,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kinneret","Yearly","EWSNet","ML"
"5","Cyanodictyon","25","Smooth Transition",0.0515777431428432,0.930075764656067,0.0183465126901865,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Kinneret","Yearly","EWSNet","ML"
"6","Lyngbya","25","Smooth Transition",0.0155908260494471,0.962841510772705,0.0215676929801702,"Critical Transition",0.0180665794759989,0.0745512098073959,0.907382071018219,"Kinneret","Yearly","EWSNet","ML"
"7","Microcystis","25","Smooth Transition",0.139291062951088,0.847832202911377,0.0128766382113099,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kinneret","Yearly","EWSNet","ML"
"8","Radiocystis","25","Smooth Transition",0.0231975074857473,0.972563982009888,0.00423846300691366,"Critical Transition",0.0399999991059303,0.0400122180581093,0.919987797737122,"Kinneret","Yearly","EWSNet","ML"
"9","Aulacoseira","25","Smooth Transition",0.0155752087011933,0.974399387836456,0.0100254248827696,"Critical Transition",1.52181910056692e-38,0.11999873071909,0.880001306533813,"Kinneret","Yearly","EWSNet","ML"
"10","Cyclotella","25","Smooth Transition",0.00878662616014481,0.972655713558197,0.0185575950890779,"Critical Transition",3.86000874641468e-06,0.0788514241576195,0.921144723892212,"Kinneret","Yearly","EWSNet","ML"
"11","Nitzschia","25","Smooth Transition",0.023089187219739,0.967036664485931,0.00987406447529793,"Critical Transition",0.0321756713092327,0.045118797570467,0.9227055311203,"Kinneret","Yearly","EWSNet","ML"
"12","Synedra","25","Smooth Transition",0.0161321014165878,0.965533196926117,0.0183347165584564,"Critical Transition",0.0399999991059303,0.0608899109065533,0.899110078811646,"Kinneret","Yearly","EWSNet","ML"
"13","Chlamydomonas","25","Smooth Transition",0.00922518596053123,0.968841910362244,0.0219329502433538,"Critical Transition",1.74617738935012e-07,0.120074309408665,0.879925549030304,"Kinneret","Yearly","EWSNet","ML"
"14","Chlorella","25","Smooth Transition",0.434546858072281,0.554233610630035,0.0112195909023285,"Critical Transition",0.0366991087794304,0.0880814641714096,0.875219523906708,"Kinneret","Yearly","EWSNet","ML"
"15","Chlorophyte","25","Smooth Transition",0.00873491540551186,0.972630739212036,0.0186342354863882,"Critical Transition",0.0399692170321941,0.0396064035594463,0.920424342155457,"Kinneret","Yearly","EWSNet","ML"
"16","Chodatella","25","Smooth Transition",0.00722823338583112,0.986319720745087,0.00645205611363053,"Critical Transition",0.0399999991059303,0.0574845522642136,0.902515411376953,"Kinneret","Yearly","EWSNet","ML"
"17","Closterium","25","Smooth Transition",0.00326425163075328,0.979734659194946,0.0170012041926384,"Critical Transition",9.7127705184219e-12,0.0424193777143955,0.957580626010895,"Kinneret","Yearly","EWSNet","ML"
"18","Coelastrum","25","Smooth Transition",0.0718228220939636,0.919522702693939,0.00865450873970985,"Critical Transition",2.52680774904735e-29,3.82266787668506e-11,1,"Kinneret","Yearly","EWSNet","ML"
"19","Cosmarium","25","Smooth Transition",0.198710843920708,0.771213471889496,0.0300757009536028,"Critical Transition",2.11259440286761e-16,0.0400001667439938,0.959999859333038,"Kinneret","Yearly","EWSNet","ML"
"20","Oocystis","25","Smooth Transition",0.0187007468193769,0.976430952548981,0.00486823357641697,"Critical Transition",0.0399999991059303,0.0779005885124207,0.882099449634552,"Kinneret","Yearly","EWSNet","ML"
"21","Pediastrum","25","Smooth Transition",0.0238057561218739,0.967190384864807,0.00900392048060894,"Critical Transition",5.8829957608707e-15,0.0853425785899162,0.914657413959503,"Kinneret","Yearly","EWSNet","ML"
"22","Scenedesmus","25","Smooth Transition",0.0322147160768509,0.965466976165771,0.00231837248429656,"Critical Transition",0,0.0530771687626839,0.946922838687897,"Kinneret","Yearly","EWSNet","ML"
"23","Tetraedron","25","Smooth Transition",0.00609912164509296,0.970378398895264,0.0235224962234497,"Critical Transition",0.0399999991059303,9.36946631391322e-10,0.959999978542328,"Kinneret","Yearly","EWSNet","ML"
"24","Tetrastrum","25","Smooth Transition",0.0205890536308289,0.970871269702911,0.00853971857577562,"Critical Transition",0.0257072169333696,0.176763862371445,0.797528922557831,"Kinneret","Yearly","EWSNet","ML"
"25","Peridinium","25","Smooth Transition",0.010034091770649,0.965072453022003,0.0248935595154762,"Critical Transition",0.038534227758646,0.121365182101727,0.840100646018982,"Kinneret","Yearly","EWSNet","ML"
"26","Cryptomonas","25","Smooth Transition",0.00525603303685784,0.976807475090027,0.0179366338998079,"Critical Transition",0.000119659453048371,0.0725094005465508,0.92737090587616,"Kinneret","Yearly","EWSNet","ML"
"27","Rhodomonas","25","Smooth Transition",0.00472877733409405,0.988354623317719,0.00691656721755862,"Critical Transition",7.42144274233468e-19,0.0874334126710892,0.912566602230072,"Kinneret","Yearly","EWSNet","ML"
"28","copepotide-i","25","Smooth Transition",0.0956273302435875,0.882814228534698,0.0215584691613913,"Critical Transition",0.117400795221329,0.0371575467288494,0.84544163942337,"Kinneret","Yearly","EWSNet","ML"
"29","copepotide-ii","25","Smooth Transition",0.0896700024604797,0.9007408618927,0.00958892330527306,"Critical Transition",0.118973217904568,0.0371217578649521,0.843905031681061,"Kinneret","Yearly","EWSNet","ML"
"30","copepotide-iii","25","Smooth Transition",0.0045717703178525,0.979252994060516,0.0161752365529537,"Critical Transition",0.119330227375031,0.0370888747274876,0.843580842018127,"Kinneret","Yearly","EWSNet","ML"
"31","copepotide-iv","25","Smooth Transition",0.362042933702469,0.621472060680389,0.0164849609136581,"Critical Transition",0.119298040866852,0.0370909459888935,0.843611001968384,"Kinneret","Yearly","EWSNet","ML"
"32","copepotide-v","25","Smooth Transition",0.0154586350545287,0.975854396820068,0.00868694391101599,"Critical Transition",0.118998482823372,0.0371115393936634,0.843889951705933,"Kinneret","Yearly","EWSNet","ML"
"33","cyclopid-N-I-III","25","Smooth Transition",0.0458758547902107,0.951263248920441,0.00286089116707444,"Critical Transition",0.118667870759964,0.0372599698603153,0.844072103500366,"Kinneret","Yearly","EWSNet","ML"
"34","cyclopoid-N-IV-VI","25","Smooth Transition",0.0260800961405039,0.966508269309998,0.00741168670356274,"Critical Transition",0.118973061442375,0.0370959751307964,0.843931019306183,"Kinneret","Yearly","EWSNet","ML"
"35","Mesocyclops","25","Smooth Transition",0.136921346187592,0.84240335226059,0.0206752046942711,"Critical Transition",0.116649739444256,0.0371608436107635,0.846189320087433,"Kinneret","Yearly","EWSNet","ML"
"36","Thermocyclops","25","Smooth Transition",0.0156178483739495,0.963859617710114,0.0205225721001625,"Critical Transition",0.119200423359871,0.0371231883764267,0.843676447868347,"Kinneret","Yearly","EWSNet","ML"
"37","Diaphanosoma","25","Smooth Transition",0.0700799152255058,0.910154938697815,0.0197651106864214,"Critical Transition",0.118295192718506,0.0371364168822765,0.844568312168121,"Kinneret","Yearly","EWSNet","ML"
"38","Bosmina","25","Smooth Transition",0.0201686397194862,0.96574330329895,0.0140880085527897,"Critical Transition",0.11864098906517,0.0369997136294842,0.844359338283539,"Kinneret","Yearly","EWSNet","ML"
"39","Ceriodaphnia","25","Smooth Transition",0.0683394148945808,0.925685048103333,0.0059755677357316,"Critical Transition",0.119992837309837,0.0370184220373631,0.842988729476929,"Kinneret","Yearly","EWSNet","ML"
"40","Chydorus","25","Smooth Transition",0.017724746838212,0.977344572544098,0.00493069645017385,"Critical Transition",0.118875831365585,0.037113893777132,0.844010233879089,"Kinneret","Yearly","EWSNet","ML"
"41","Keratella","25","Smooth Transition",0.148355692625046,0.795754611492157,0.0558897405862808,"Critical Transition",0.114466838538647,0.0375419333577156,0.847991228103638,"Kinneret","Yearly","EWSNet","ML"
"42","AsplanPriod","25","Smooth Transition",0.00350269791670144,0.97461462020874,0.0218827966600657,"Critical Transition",0.118979431688786,0.0370751246809959,0.843945384025574,"Kinneret","Yearly","EWSNet","ML"
"43","SynchOblong","25","Smooth Transition",0.0154704377055168,0.982132434844971,0.00239725271239877,"Critical Transition",0.119753129780293,0.03709851577878,0.843148350715637,"Kinneret","Yearly","EWSNet","ML"
"44","Synchaeta","25","Smooth Transition",0.0513597168028355,0.930414497852325,0.0182257648557425,"Critical Transition",0.118890807032585,0.0370759665966034,0.844033360481262,"Kinneret","Yearly","EWSNet","ML"
"45","Polyarthra","25","Smooth Transition",0.0182041954249144,0.975028157234192,0.0067676161415875,"Critical Transition",0.1180559694767,0.0368876308202744,0.845056354999542,"Kinneret","Yearly","EWSNet","ML"
"46","Ascomorpha","25","Smooth Transition",0.0451764315366745,0.941526114940643,0.0132974041625857,"Critical Transition",0.118679836392403,0.0371012724936008,0.844218909740448,"Kinneret","Yearly","EWSNet","ML"
"47","Hexarthra","25","Smooth Transition",0.0201825834810734,0.96858823299408,0.0112291621044278,"Critical Transition",0.118779115378857,0.0370366498827934,0.844184160232544,"Kinneret","Yearly","EWSNet","ML"
"48","Brachionus","25","Smooth Transition",0.0725693106651306,0.920727789402008,0.00670282496139407,"Critical Transition",0.116528615355492,0.0372222177684307,0.846249163150787,"Kinneret","Yearly","EWSNet","ML"
"49","Anuraeopsis","25","Smooth Transition",0.0354716219007969,0.940219700336456,0.0243084784597158,"Critical Transition",0.118954733014107,0.0371198877692223,0.843925297260284,"Kinneret","Yearly","EWSNet","ML"
"50","Acanthoceras","25","Smooth Transition",0.00464387098327279,0.967297613620758,0.0280585195869207,"Critical Transition",0.00519356830045581,0.215963304042816,0.778842985630035,"Kasumigaura","Yearly","EWSNet","ML"
"51","Actinastrum","25","Smooth Transition",0.0215607192367315,0.963945329189301,0.014493920840323,"Critical Transition",0.0398599356412888,0.0862197428941727,0.873920261859894,"Kasumigaura","Yearly","EWSNet","ML"
"52","Actinocyclus","25","Smooth Transition",0.0637512803077698,0.917382180690765,0.0188665706664324,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML"
"53","Anabaenopsis","25","Smooth Transition",0.030170364305377,0.930707156658173,0.0391223058104515,"Critical Transition",1.02924519731628e-19,4.02821385137031e-08,1,"Kasumigaura","Yearly","EWSNet","ML"
"54","Ankistrodesmus","25","Smooth Transition",0.0162565596401691,0.966272950172424,0.0174705795943737,"Critical Transition",1.31923425215064e-05,0.140432983636856,0.859553813934326,"Kasumigaura","Yearly","EWSNet","ML"
"55","Ankyra","25","Smooth Transition",0.0133352847769856,0.984146356582642,0.00251842732541263,"Critical Transition",0.0128332208842039,0.134862810373306,0.852304100990295,"Kasumigaura","Yearly","EWSNet","ML"
"56","Aphanizomenon","25","Smooth Transition",0.0122245159000158,0.981184601783752,0.00659089209511876,"Critical Transition",5.38644563160689e-17,0.0799354910850525,0.920064568519592,"Kasumigaura","Yearly","EWSNet","ML"
"57","Aphanocapsa","25","Smooth Transition",0.014693702571094,0.981581449508667,0.00372480251826346,"Critical Transition",0,3.79322405527065e-18,1,"Kasumigaura","Yearly","EWSNet","ML"
"58","Aphanothece","25","Smooth Transition",0.0200544111430645,0.97509902715683,0.00484662875533104,"Critical Transition",0.039978988468647,0.00932892039418221,0.950692057609558,"Kasumigaura","Yearly","EWSNet","ML"
"59","Arthrospira","25","Smooth Transition",0.0052093081176281,0.966719031333923,0.028071653097868,"Critical Transition",0.00268617481924593,0.163524210453033,0.833789587020874,"Kasumigaura","Yearly","EWSNet","ML"
"60","Astasia","25","Smooth Transition",0.0381271988153458,0.939935147762299,0.0219376515597105,"Critical Transition",5.7996414398076e-05,0.108599118888378,0.89134293794632,"Kasumigaura","Yearly","EWSNet","ML"
"61","Aulacoseira","25","Smooth Transition",0.0194080136716366,0.960572421550751,0.0200195293873549,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"62","Carteria","25","Smooth Transition",0.136868044734001,0.85005384683609,0.0130781391635537,"Critical Transition",0.0399999991059303,1.68223341638151e-23,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"63","Chlamydomonas","25","Smooth Transition",0.0328172482550144,0.920362770557404,0.046820055693388,"Critical Transition",0.0399999991059303,4.95570124675842e-33,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"64","Chlorella","25","Smooth Transition",0.0639638230204582,0.927425563335419,0.00861060433089733,"Critical Transition",5.05139723827597e-06,0.0828870385885239,0.917107939720154,"Kasumigaura","Yearly","EWSNet","ML"
"65","Chlorolobion","25","Smooth Transition",0.0122447181493044,0.969498455524445,0.0182568673044443,"Critical Transition",8.42361696413718e-05,0.135164469480515,0.864751279354095,"Kasumigaura","Yearly","EWSNet","ML"
"66","Chromulina","25","Smooth Transition",0.0172213204205036,0.966893911361694,0.0158848278224468,"Critical Transition",4.97115215694066e-05,0.0947992131114006,0.905151069164276,"Kasumigaura","Yearly","EWSNet","ML"
"67","Chroococcus","25","Smooth Transition",0.154774963855743,0.835331797599792,0.00989320408552885,"Critical Transition",1.08777238164186e-25,1.91670107170111e-20,1,"Kasumigaura","Yearly","EWSNet","ML"
"68","Chrysochromulina","25","Smooth Transition",0.00658578099682927,0.970558404922485,0.0228558517992496,"Critical Transition",0.000267936615273356,0.119969695806503,0.879762411117554,"Kasumigaura","Yearly","EWSNet","ML"
"69","Closteriopsis","25","Smooth Transition",0.0769309103488922,0.911129474639893,0.0119395069777966,"Critical Transition",1.11391507573444e-07,0.123821265995502,0.876178562641144,"Kasumigaura","Yearly","EWSNet","ML"
"70","Closterium","25","Smooth Transition",0.244623795151711,0.69399482011795,0.0613813512027264,"Critical Transition",3.36935127359464e-18,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"71","Coelastrum","25","Smooth Transition",0.0232181567698717,0.962724089622498,0.0140578858554363,"Critical Transition",0.0399999991059303,5.77680854084679e-18,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"72","Coenochloris","25","Smooth Transition",0.109873965382576,0.884627938270569,0.0054981498979032,"Critical Transition",3.47114951182448e-06,0.107021391391754,0.892975151538849,"Kasumigaura","Yearly","EWSNet","ML"
"73","Coenocystis","25","Smooth Transition",0.00375627586618066,0.967906475067139,0.0283372923731804,"Critical Transition",0.000545909744687378,0.158661380410194,0.840792596340179,"Kasumigaura","Yearly","EWSNet","ML"
"74","Coronastrum","25","Smooth Transition",0.0110254464671016,0.976954102516174,0.0120203970000148,"Critical Transition",0.0112696755677462,0.149259403347969,0.839470982551575,"Kasumigaura","Yearly","EWSNet","ML"
"75","Cosmarium","25","Smooth Transition",0.00729068089276552,0.974460005760193,0.0182492379099131,"Critical Transition",0.0387265644967556,0.0329495519399643,0.928323805332184,"Kasumigaura","Yearly","EWSNet","ML"
"76","Crucigenia","25","Smooth Transition",0.0110318493098021,0.976504683494568,0.0124635687097907,"Critical Transition",1.22581627692853e-06,0.138320878148079,0.861677944660187,"Kasumigaura","Yearly","EWSNet","ML"
"77","Crucigeniella","25","Smooth Transition",0.0110222706571221,0.967766106128693,0.0212118104100227,"Critical Transition",0.0297840125858784,0.0654811337590218,0.90473484992981,"Kasumigaura","Yearly","EWSNet","ML"
"78","Cuspidothrix","25","Smooth Transition",0.123657763004303,0.855298936367035,0.0210432484745979,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"79","Cylindrospermopsis","25","Smooth Transition",0.178346037864685,0.813633501529694,0.00802041497081518,"Critical Transition",0.0313792638480663,0.127841413021088,0.84077924489975,"Kasumigaura","Yearly","EWSNet","ML"
"80","Dichotomococcus","25","Smooth Transition",0.00981390755623579,0.978374540805817,0.0118114566430449,"Critical Transition",0.0132422279566526,0.052515521645546,0.934242248535156,"Kasumigaura","Yearly","EWSNet","ML"
"81","Dictyosphaerium","25","Smooth Transition",0.00992427114397287,0.972125709056854,0.0179500635713339,"Critical Transition",7.94615147015065e-08,0.0399999171495438,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"82","Didymocystis","25","Smooth Transition",0.0264504887163639,0.965637266635895,0.00791234895586967,"Critical Transition",0.0267423056066036,0.135247141122818,0.838010549545288,"Kasumigaura","Yearly","EWSNet","ML"
"83","Didymogenes","25","Smooth Transition",0.0170567110180855,0.964105784893036,0.0188376195728779,"Critical Transition",0.00596259580925107,0.107239104807377,0.886798322200775,"Kasumigaura","Yearly","EWSNet","ML"
"84","Dolichospermum","25","Smooth Transition",0.0510261878371239,0.940894842147827,0.00807895418256521,"Critical Transition",0,0,1,"Kasumigaura","Yearly","EWSNet","ML"
"85","Elakatothrix","25","Smooth Transition",0.0187592450529337,0.968774020671844,0.0124666392803192,"Critical Transition",0.0399999506771564,0.0970695689320564,0.862930476665497,"Kasumigaura","Yearly","EWSNet","ML"
"86","Euastrum","25","Smooth Transition",0.00747712096199393,0.978633284568787,0.0138894747942686,"Critical Transition",0.00977583415806293,0.0972754210233688,0.892948687076569,"Kasumigaura","Yearly","EWSNet","ML"
"87","Euglena","25","Smooth Transition",0.0107444571331143,0.965850114822388,0.0234054215252399,"Critical Transition",3.52058291373802e-12,0.108471430838108,0.89152854681015,"Kasumigaura","Yearly","EWSNet","ML"
"88","Fragilaria","25","Smooth Transition",0.0301212910562754,0.965688645839691,0.00419005192816257,"Critical Transition",0.0399906001985073,0.0826021954417229,0.877407133579254,"Kasumigaura","Yearly","EWSNet","ML"
"89","Ulnaria","25","Smooth Transition",0.0110055645927787,0.957018494606018,0.0319759622216225,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"90","Franceia","25","Smooth Transition",0.188432767987251,0.805324852466583,0.00624237768352032,"Critical Transition",0.0168466027826071,0.0914602056145668,0.891693294048309,"Kasumigaura","Yearly","EWSNet","ML"
"91","Glenodinium","25","Smooth Transition",0.118589118123055,0.856379568576813,0.0250313226133585,"Critical Transition",0.020699255168438,0.0193273294717073,0.959973454475403,"Kasumigaura","Yearly","EWSNet","ML"
"92","Gloeocystis","25","Smooth Transition",0.114011481404305,0.877237021923065,0.00875147059559822,"Critical Transition",0.0385405197739601,0.0426299385726452,0.918829679489136,"Kasumigaura","Yearly","EWSNet","ML"
"93","Gloeothece","25","Smooth Transition",0.0320374667644501,0.944112598896027,0.0238499566912651,"Critical Transition",8.20340937934816e-06,0.0831022337079048,0.916889548301697,"Kasumigaura","Yearly","EWSNet","ML"
"94","Golenkinia","25","Smooth Transition",0.00624635675922036,0.966081142425537,0.02767239138484,"Critical Transition",0.0353655815124512,0.0233834739774466,0.941250920295715,"Kasumigaura","Yearly","EWSNet","ML"
"95","Golenkiniopsis","25","Smooth Transition",0.184969156980515,0.804418623447418,0.0106121515855193,"Critical Transition",2.68659009969308e-13,0.120352767407894,0.879647195339203,"Kasumigaura","Yearly","EWSNet","ML"
"96","Gymnodinium","25","Smooth Transition",0.0154390223324299,0.969174325466156,0.0153866298496723,"Critical Transition",2.9224688447016e-08,0.0788637697696686,0.921136140823364,"Kasumigaura","Yearly","EWSNet","ML"
"97","Keratococcus","25","Smooth Transition",0.0121284453198314,0.974229991436005,0.0136415092274547,"Critical Transition",0.0107380580157042,0.092285044491291,0.896976947784424,"Kasumigaura","Yearly","EWSNet","ML"
"98","Kirchneriella","25","Smooth Transition",0.0783275365829468,0.9151411652565,0.00653126416727901,"Critical Transition",3.4725600867036e-11,0.0689727663993835,0.931027233600616,"Kasumigaura","Yearly","EWSNet","ML"
"99","Komarekia","25","Smooth Transition",0.0038651165086776,0.982138812541962,0.0139959622174501,"Critical Transition",0.0401719808578491,0.0291548259556293,0.930673062801361,"Kasumigaura","Yearly","EWSNet","ML"
"100","Lagerheimia","25","Smooth Transition",0.0238735843449831,0.97467178106308,0.00145464192610234,"Critical Transition",0.00147996738087386,0.100396282970905,0.898123681545258,"Kasumigaura","Yearly","EWSNet","ML"
"101","Mallomonas","25","Smooth Transition",0.0161055438220501,0.967513263225555,0.0163812916725874,"Critical Transition",0.0106347938999534,0.179744571447372,0.809620678424835,"Kasumigaura","Yearly","EWSNet","ML"
"102","Merismopedia","25","Smooth Transition",0.0278097651898861,0.933540821075439,0.0386492386460304,"Critical Transition",1.81364789852978e-08,0.00115285022184253,0.998847126960754,"Kasumigaura","Yearly","EWSNet","ML"
"103","Micractinium","25","Smooth Transition",0.0727731958031654,0.907952547073364,0.0192742198705673,"Critical Transition",0.03999999538064,1.15181692308397e-05,0.959988474845886,"Kasumigaura","Yearly","EWSNet","ML"
"104","Microcystis","25","Smooth Transition",0.0146088805049658,0.960667729377747,0.0247235149145126,"Critical Transition",0,0.0811325907707214,0.918867409229279,"Kasumigaura","Yearly","EWSNet","ML"
"105","Monoraphidium","25","Smooth Transition",0.0094513688236475,0.987261593341827,0.00328705762512982,"Critical Transition",0.0399999767541885,0.0136822126805782,0.946317732334137,"Kasumigaura","Yearly","EWSNet","ML"
"106","Mougeotia","25","Smooth Transition",0.114321425557137,0.878090620040894,0.00758800702169538,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"107","Navicula","25","Smooth Transition",0.0107529321685433,0.960437595844269,0.0288095921278,"Critical Transition",0.0289236661046743,0.118485562503338,0.852590799331665,"Kasumigaura","Yearly","EWSNet","ML"
"108","Nephrochloris","25","Smooth Transition",0.00976643245667219,0.977729260921478,0.0125042553991079,"Critical Transition",3.28361988977122e-06,0.151261851191521,0.8487349152565,"Kasumigaura","Yearly","EWSNet","ML"
"109","Nephroselmis","25","Smooth Transition",0.014520650729537,0.964785695075989,0.0206936486065388,"Critical Transition",0.0207746792584658,0.154046908020973,0.825178325176239,"Kasumigaura","Yearly","EWSNet","ML"
"110","Nitzschia","25","Smooth Transition",0.00401338236406446,0.975191354751587,0.0207953527569771,"Critical Transition",0,0.0799997821450233,0.92000025510788,"Kasumigaura","Yearly","EWSNet","ML"
"111","Ochromonas","25","Smooth Transition",0.0225218385457993,0.964142858982086,0.0133352493867278,"Critical Transition",0.0399999991059303,3.28011348890212e-15,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"112","Oocystis","25","Smooth Transition",0.00655173044651747,0.961342215538025,0.0321060828864574,"Critical Transition",0.0399999991059303,0.000383287173463032,0.959616720676422,"Kasumigaura","Yearly","EWSNet","ML"
"113","Pediastrum","25","Smooth Transition",0.032954141497612,0.96343058347702,0.00361529970541596,"Critical Transition",1.0395576097846e-38,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"114","Peridinium","25","Smooth Transition",0.00685399910435081,0.980579555034637,0.0125664724037051,"Critical Transition",0,3.33890110088534e-18,1,"Kasumigaura","Yearly","EWSNet","ML"
"115","Phacus","25","Smooth Transition",0.00555926281958818,0.966643214225769,0.0277974922209978,"Critical Transition",1.63736459057873e-07,0.00414197938516736,0.995857834815979,"Kasumigaura","Yearly","EWSNet","ML"
"116","Planktolyngbya","25","Smooth Transition",0.0612269081175327,0.930766224861145,0.00800698902457952,"Critical Transition",6.94548886216347e-28,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"117","Planktothrix","25","Smooth Transition",0.062239546328783,0.933438539505005,0.00432181637734175,"Critical Transition",0,0,1,"Kasumigaura","Yearly","EWSNet","ML"
"118","Polyblepharides","25","Smooth Transition",0.111829176545143,0.885021805763245,0.00314908125437796,"Critical Transition",0.0399999991059303,5.7540178705981e-35,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"119","Pseudanabaena","25","Smooth Transition",0.0868452861905098,0.909646451473236,0.00350828585214913,"Critical Transition",0,0,1,"Kasumigaura","Yearly","EWSNet","ML"
"120","Pseudocarteria","25","Smooth Transition",0.0213139746338129,0.960479259490967,0.0182067137211561,"Critical Transition",0.00759327411651611,0.0777639299631119,0.914642810821533,"Kasumigaura","Yearly","EWSNet","ML"
"121","Pteromonas","25","Smooth Transition",0.0114697692915797,0.970224440097809,0.0183058250695467,"Critical Transition",0.0399999991059303,0.0534316673874855,0.906568288803101,"Kasumigaura","Yearly","EWSNet","ML"
"122","Quadricoccus","25","Smooth Transition",0.0187954399734735,0.975347578525543,0.00585695216432214,"Critical Transition",0.00577295618131757,0.102475717663765,0.891751408576965,"Kasumigaura","Yearly","EWSNet","ML"
"123","Quadrigula","25","Smooth Transition",0.260695695877075,0.72584456205368,0.0134597094729543,"Critical Transition",0.0167650729417801,0.079609677195549,0.903625249862671,"Kasumigaura","Yearly","EWSNet","ML"
"124","Radiococcus","25","Smooth Transition",0.0848511904478073,0.906456172466278,0.00869268830865622,"Critical Transition",0.0166562087833881,0.100458711385727,0.882885038852692,"Kasumigaura","Yearly","EWSNet","ML"
"125","Rhabdoderma","25","Smooth Transition",0.0239175390452147,0.970706582069397,0.00537590077146888,"Critical Transition",3.78827659075053e-14,0.0957876667380333,0.904212236404419,"Kasumigaura","Yearly","EWSNet","ML"
"126","Rhabdogloea","25","Smooth Transition",0.0177048444747925,0.964905321598053,0.0173898283392191,"Critical Transition",0.018655851483345,0.0680924132466316,0.91325181722641,"Kasumigaura","Yearly","EWSNet","ML"
"127","Romeria","25","Smooth Transition",0.0097971148788929,0.982337236404419,0.00786568876355886,"Critical Transition",0.00145212758798152,0.147491261363029,0.851056456565857,"Kasumigaura","Yearly","EWSNet","ML"
"128","Scenedesmus","25","Smooth Transition",0.0458014868199825,0.911401748657227,0.0427965633571148,"Critical Transition",3.27581694695081e-19,0.0800078138709068,0.919992208480835,"Kasumigaura","Yearly","EWSNet","ML"
"129","Schroederia","25","Smooth Transition",0.00858248211443424,0.970628201961517,0.0207891836762428,"Critical Transition",3.41675993054125e-10,0.10679429769516,0.89320570230484,"Kasumigaura","Yearly","EWSNet","ML"
"130","Snowella","25","Smooth Transition",0.0094528291374445,0.977491557598114,0.0130555620416999,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML"
"131","Sphaerospermopsis","25","Smooth Transition",0.122137874364853,0.860602021217346,0.0172600410878658,"Critical Transition",0.0399475656449795,0.00751975877210498,0.952532649040222,"Kasumigaura","Yearly","EWSNet","ML"
"132","Staurastrum","25","Smooth Transition",0.0599381178617477,0.934891521930695,0.00517047336325049,"Critical Transition",2.91375019807114e-26,1.45319802114111e-25,1,"Kasumigaura","Yearly","EWSNet","ML"
"133","Staurosirella","25","Smooth Transition",0.00319273420609534,0.966881513595581,0.0299256946891546,"Critical Transition",0,1.15533776989807e-10,1,"Kasumigaura","Yearly","EWSNet","ML"
"134","Synura","25","Smooth Transition",0.00558658549562097,0.977278470993042,0.017135001718998,"Critical Transition",0.0884589105844498,0.0316921584308147,0.879848957061768,"Kasumigaura","Yearly","EWSNet","ML"
"135","Tetrachlorella","25","Smooth Transition",0.142491638660431,0.846356868743896,0.011151441372931,"Critical Transition",2.21469667849306e-06,0.076638400554657,0.923359274864197,"Kasumigaura","Yearly","EWSNet","ML"
"136","Tetradesmus","25","Smooth Transition",0.032738521695137,0.964848339557648,0.00241325050592422,"Critical Transition",0.000157461588969454,0.093112014234066,0.906730592250824,"Kasumigaura","Yearly","EWSNet","ML"
