"","data_source","model_ensemble","predictionScaled","no_transScaled","smth_transScaled","crt_transScaled","predictionUnscaled","no_transUnscaled","smth_transUnscaled","crt_transUnscaled","lake","res","method","computation"
"266","Phormidium","25","Smooth Transition",0.0185042712837458,0.970657050609589,0.0108387265354395,"Critical Transition",0.0166264362633228,0.191737115383148,0.791636347770691,"Lower Zurich","Yearly","EWSNet","ML"
"267","Stylochrysalis","25","Smooth Transition",0.0180179085582495,0.970356464385986,0.0116257071495056,"Critical Transition",0.0105611775070429,0.101737983524799,0.88770067691803,"Lower Zurich","Yearly","EWSNet","ML"
"268","Willea","25","Smooth Transition",0.0122116412967443,0.976616084575653,0.0111723383888602,"Critical Transition",0.0198363978415728,0.0415185354650021,0.938645124435425,"Lower Zurich","Yearly","EWSNet","ML"
"269","Limnothrix","25","Smooth Transition",0.0113420262932777,0.974055767059326,0.0146021666005254,"Critical Transition",0.0113480985164642,0.0587097555398941,0.92994225025177,"Lower Zurich","Yearly","EWSNet","ML"
"270","Micractinium","25","Smooth Transition",0.0192749910056591,0.974925816059113,0.00579914404079318,"Critical Transition",0.00137879175599664,0.13234306871891,0.866278171539307,"Lower Zurich","Yearly","EWSNet","ML"
"271","Leptolyngbya","25","Smooth Transition",0.0190613567829132,0.965452015399933,0.015486559830606,"Critical Transition",0.0399776846170425,0.0630159005522728,0.897006392478943,"Lower Zurich","Yearly","EWSNet","ML"
"272","Stichococcus","25","Smooth Transition",0.0202173814177513,0.969585120677948,0.0101976124569774,"Critical Transition",0.00837860815227032,0.167787551879883,0.823833763599396,"Lower Zurich","Yearly","EWSNet","ML"
"273","Chrysolykos","25","Smooth Transition",0.00360280787572265,0.988636493682861,0.00776075245812535,"Critical Transition",0.0184996053576469,0.103141218423843,0.878359198570251,"Lower Zurich","Yearly","EWSNet","ML"
"274","Fotterella","25","Smooth Transition",0.00564217288047075,0.96505331993103,0.0293045397847891,"Critical Transition",0.0421842858195305,0.0321237109601498,0.925691902637482,"Lower Zurich","Yearly","EWSNet","ML"
"275","Geitlerinema","25","Smooth Transition",0.0212670657783747,0.975188314914703,0.00354465772397816,"Critical Transition",0.0135729098692536,0.0558271966874599,0.930599927902222,"Lower Zurich","Yearly","EWSNet","ML"
"276","Chrysochromulina","25","Smooth Transition",0.0273039191961288,0.963384330272675,0.00931182131171227,"Critical Transition",1.49428760778392e-05,0.116007298231125,0.883977711200714,"Lower Zurich","Yearly","EWSNet","ML"
"277","Chrysamoeba","25","Smooth Transition",0.0038576212245971,0.969222843647003,0.0269195195287466,"Critical Transition",0.0749277994036674,0.034150492399931,0.890921711921692,"Lower Zurich","Yearly","EWSNet","ML"
"278","Chromulina","25","Smooth Transition",0.020578084513545,0.961921691894531,0.0175003856420517,"Critical Transition",9.4058304966893e-07,0.0462732538580894,0.953725814819336,"Lower Zurich","Yearly","EWSNet","ML"
"279","Epithemia","25","Smooth Transition",0.0384023375809193,0.95291268825531,0.00868494994938374,"Critical Transition",0.0947171375155449,0.0329505354166031,0.872332334518433,"Lower Zurich","Yearly","EWSNet","ML"
"280","Staurosira","25","Smooth Transition",0.0163507182151079,0.972460865974426,0.0111885797232389,"Critical Transition",0.0179276037961245,0.0351275242865086,0.946944832801819,"Lower Zurich","Yearly","EWSNet","ML"
"281","Tribonema","25","Smooth Transition",0.0443558506667614,0.950135707855225,0.00550842517986894,"Critical Transition",0.0116186439990997,0.0819447785615921,0.906436562538147,"Lower Zurich","Yearly","EWSNet","ML"
"282","Chrysidiastrum","25","Smooth Transition",0.181368961930275,0.804568350315094,0.0140628088265657,"Critical Transition",0.0128870448097587,0.0465362034738064,0.940576791763306,"Lower Zurich","Yearly","EWSNet","ML"
"283","Sphaerellopsis","25","Smooth Transition",0.097640335559845,0.877269804477692,0.0250898003578186,"Critical Transition",0.0134811885654926,0.0541050955653191,0.932413637638092,"Lower Zurich","Yearly","EWSNet","ML"
"284","Synechococcus","25","Smooth Transition",0.0242459420114756,0.962535321712494,0.0132186654955149,"Critical Transition",0.017719317227602,0.118689939379692,0.863590598106384,"Lower Zurich","Yearly","EWSNet","ML"
"285","Chrysococcus","25","Smooth Transition",0.0141318514943123,0.979639112949371,0.00622907420620322,"Critical Transition",0.00135062681511045,0.0816271007061005,0.917022168636322,"Lower Zurich","Yearly","EWSNet","ML"
"286","Spumella","25","Smooth Transition",0.011469884775579,0.967445731163025,0.0210843347012997,"Critical Transition",7.20773623213511e-15,0.0810405537486076,0.918959438800812,"Lower Zurich","Yearly","EWSNet","ML"
"287","Coelastrella","25","Smooth Transition",0.263135462999344,0.724674820899963,0.0121896406635642,"Critical Transition",0.0938340947031975,0.0332534126937389,0.872912466526031,"Lower Zurich","Yearly","EWSNet","ML"
"288","Gloeotrichia","25","Smooth Transition",0.172890111804008,0.803994536399841,0.0231153517961502,"Critical Transition",0.00884361378848553,0.0508672520518303,0.94028913974762,"Lower Zurich","Yearly","EWSNet","ML"
"289","Synura","25","Smooth Transition",0.00808550976216793,0.963105082511902,0.0288094095885754,"Critical Transition",0.0321477167308331,0.0318525917828083,0.935999512672424,"Lower Zurich","Yearly","EWSNet","ML"
"290","Hannaea","25","Smooth Transition",0.0189642123878002,0.97452437877655,0.00651140138506889,"Critical Transition",0.0940572172403336,0.0328110083937645,0.873131811618805,"Lower Zurich","Yearly","EWSNet","ML"
"291","Lanceola","25","Smooth Transition",0.0133183002471924,0.971882700920105,0.0147988758981228,"Critical Transition",0.0920521840453148,0.0319541729986668,0.875993728637695,"Lower Zurich","Yearly","EWSNet","ML"
"292","Alona","25","Smooth Transition",0.0358668603003025,0.961117088794708,0.00301612261682749,"Critical Transition",0.0929716378450394,0.0322784520685673,0.874749898910522,"Lower Zurich","Yearly","EWSNet","ML"
"293","Asplanchna","25","Smooth Transition",0.0428682118654251,0.947441041469574,0.00969084165990353,"Critical Transition",2.47157968260581e-05,0.110743515193462,0.88923180103302,"Lower Zurich","Yearly","EWSNet","ML"
"294","Bosmina","25","Smooth Transition",0.0347024351358414,0.961193323135376,0.00410425523295999,"Critical Transition",0.0399994887411594,0.079906590282917,0.880093812942505,"Lower Zurich","Yearly","EWSNet","ML"
"295","Bythotrephes","25","Smooth Transition",0.0258475057780743,0.945843577384949,0.0283088497817516,"Critical Transition",0.0185832921415567,0.0437939986586571,0.937622785568237,"Lower Zurich","Yearly","EWSNet","ML"
"296","Canthocamptus","25","Smooth Transition",0.00752652809023857,0.982159733772278,0.0103137996047735,"Critical Transition",0.0972168743610382,0.0330337919294834,0.869749307632446,"Lower Zurich","Yearly","EWSNet","ML"
"297","Ceriodaphnia","25","Smooth Transition",0.00385258463211358,0.972894728183746,0.0232527796179056,"Critical Transition",0.0339011549949646,0.0401437729597092,0.92595511674881,"Lower Zurich","Yearly","EWSNet","ML"
"298","Chaoborus","25","Smooth Transition",0.014228068292141,0.96669065952301,0.0190813094377518,"Critical Transition",0.0957863628864288,0.0341134183108807,0.870100259780884,"Lower Zurich","Yearly","EWSNet","ML"
"299","Cyclops","25","Smooth Transition",0.0603238455951214,0.93392950296402,0.00574669521301985,"Critical Transition",0.0301047395914793,0.0480396784842014,0.921855568885803,"Lower Zurich","Yearly","EWSNet","ML"
"300","Daphnia","25","Smooth Transition",0.117843262851238,0.872153222560883,0.0100033842027187,"Critical Transition",0.0279434937983751,0.0426999852061272,0.929356515407562,"Lower Zurich","Yearly","EWSNet","ML"
"301","Daphniidae","25","Smooth Transition",0.0389625057578087,0.958428502082825,0.00260917330160737,"Critical Transition",0.0647072494029999,0.0320593602955341,0.903233408927917,"Lower Zurich","Yearly","EWSNet","ML"
"302","Diacyclops","25","Smooth Transition",0.396185427904129,0.573730230331421,0.0300843827426434,"Critical Transition",0.00534562626853585,0.0892066657543182,0.905447602272034,"Lower Zurich","Yearly","EWSNet","ML"
"303","Diaphanosoma","25","Smooth Transition",0.00270904693752527,0.964307188987732,0.0329838320612907,"Critical Transition",0.000270626274868846,0.133668914437294,0.866060316562653,"Lower Zurich","Yearly","EWSNet","ML"
"304","Diaptomus","25","Smooth Transition",0.00634785881265998,0.98829710483551,0.00535516906529665,"Critical Transition",0.039303258061409,0.108936913311481,0.851759850978851,"Lower Zurich","Yearly","EWSNet","ML"
"305","Eudiaptomus","25","Smooth Transition",0.0591807030141354,0.92495995759964,0.0158592741936445,"Critical Transition",0.00907022412866354,0.123716324567795,0.867213428020477,"Lower Zurich","Yearly","EWSNet","ML"
"306","Leptodora","25","Smooth Transition",0.0265422780066729,0.95868980884552,0.0147681143134832,"Critical Transition",0.00386463035829365,0.155829966068268,0.840305328369141,"Lower Zurich","Yearly","EWSNet","ML"
"307","Megacyclops","25","Smooth Transition",0.0153256328776479,0.969985663890839,0.0146886436268687,"Critical Transition",0.0970858186483383,0.0328264683485031,0.870087683200836,"Lower Zurich","Yearly","EWSNet","ML"
"308","Mesocyclops","25","Smooth Transition",0.013579367659986,0.977015852928162,0.00940492283552885,"Critical Transition",0.0232903137803078,0.125487461686134,0.851222217082977,"Lower Zurich","Yearly","EWSNet","ML"
"309","Polyphemus","25","Smooth Transition",0.0127248801290989,0.972480058670044,0.014795009046793,"Critical Transition",0.0954382419586182,0.0330371521413326,0.871524751186371,"Lower Zurich","Yearly","EWSNet","ML"
"310","Achnanthes","25","Smooth Transition",0.00598938157781959,0.98239654302597,0.0116139687597752,"Critical Transition",0.011759358458221,0.299334794282913,0.688905715942383,"Mendota","Yearly","EWSNet","ML"
"311","Actinastrum","25","Smooth Transition",0.0049780085682869,0.96058863401413,0.0344334356486797,"Critical Transition",0.0274803899228573,0.148553490638733,0.823966085910797,"Mendota","Yearly","EWSNet","ML"
"312","Anabaena","25","Smooth Transition",0.0393699370324612,0.954929828643799,0.0057001356035471,"Critical Transition",0,0.119999945163727,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"313","Ankistrodesmus","25","Smooth Transition",0.0106411902233958,0.969137132167816,0.0202216524630785,"Critical Transition",0.0192350428551435,0.155528262257576,0.825236558914185,"Mendota","Yearly","EWSNet","ML"
"314","Aphanizomenon","25","Smooth Transition",0.0146275758743286,0.973796308040619,0.0115762315690517,"Critical Transition",0,0.119999997317791,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"315","Aphanocapsa","25","Smooth Transition",0.0429372303187847,0.949591398239136,0.00747129879891872,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"316","Aphanothece","25","Smooth Transition",0.00218549743294716,0.979696750640869,0.0181177332997322,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"317","Asterionella","25","Smooth Transition",0.00725925993174314,0.97763329744339,0.0151074910536408,"Critical Transition",0.0134552074596286,0.255018413066864,0.73152631521225,"Mendota","Yearly","EWSNet","ML"
"318","Aulacoseira","25","Smooth Transition",0.0175139252096415,0.972807228565216,0.00967884622514248,"Critical Transition",7.09134790818911e-12,0.120732307434082,0.879267752170563,"Mendota","Yearly","EWSNet","ML"
"319","Botryococcus","25","Smooth Transition",0.00695073371753097,0.971961438655853,0.0210878346115351,"Critical Transition",0.00190426618792117,0.197769701480865,0.800325930118561,"Mendota","Yearly","EWSNet","ML"
"320","Chlamydomonas","25","Smooth Transition",0.00250373058952391,0.985947668552399,0.0115486551076174,"Critical Transition",0.000274859834462404,0.159904569387436,0.839820563793182,"Mendota","Yearly","EWSNet","ML"
"321","Chlorella","25","Smooth Transition",0.218135446310043,0.777164816856384,0.00469980714842677,"Critical Transition",0.0122053110972047,0.107222966849804,0.880571722984314,"Mendota","Yearly","EWSNet","ML"
"322","Chlorococcaceae","25","Smooth Transition",0.0173323638737202,0.972454369068146,0.0102133043110371,"Critical Transition",0.0386920273303986,0.120727598667145,0.840580344200134,"Mendota","Yearly","EWSNet","ML"
"323","Chlorophyta","25","Smooth Transition",0.35950443148613,0.614674866199493,0.025820717215538,"Critical Transition",0.339334607124329,0.0668910145759583,0.593774378299713,"Mendota","Yearly","EWSNet","ML"
"324","Chromulina","25","Smooth Transition",0.0432485528290272,0.950068235397339,0.00668318103998899,"Critical Transition",5.94646776264085e-09,0.0868672430515289,0.913132786750793,"Mendota","Yearly","EWSNet","ML"
"325","Chroococcaceae","25","Smooth Transition",0.00792846083641052,0.97758424282074,0.0144873214885592,"Critical Transition",0,0.119999997317791,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"326","Chroococcus","25","Smooth Transition",0.0335790887475014,0.947664499282837,0.0187563728541136,"Critical Transition",0.0399877056479454,0.120012283325195,0.839999973773956,"Mendota","Yearly","EWSNet","ML"
"327","Chrysococcus","25","Smooth Transition",0.0234668627381325,0.970153987407684,0.00637912284582853,"Critical Transition",0.00496656913310289,0.242579862475395,0.752453565597534,"Mendota","Yearly","EWSNet","ML"
"328","Chrysophyceae","25","Smooth Transition",0.0147184589877725,0.978894889354706,0.00638665724545717,"Critical Transition",0.00907530169934034,0.329388588666916,0.66153609752655,"Mendota","Yearly","EWSNet","ML"
"329","Closterium","25","Smooth Transition",0.0142631754279137,0.96336030960083,0.0223765783011913,"Critical Transition",0.011774655431509,0.218130722641945,0.770094633102417,"Mendota","Yearly","EWSNet","ML"
"330","Cocconeis","25","Smooth Transition",0.0131828300654888,0.967039465904236,0.0197777710855007,"Critical Transition",0.0258600600063801,0.0845720991492271,0.889567792415619,"Mendota","Yearly","EWSNet","ML"
"331","Coelastrum","25","Smooth Transition",0.00675158249214292,0.985810995101929,0.00743752345442772,"Critical Transition",0.137529760599136,0.0727434903383255,0.789726793766022,"Mendota","Yearly","EWSNet","ML"
"332","Coelosphaerium","25","Smooth Transition",0.0175360105931759,0.969781339168549,0.0126825598999858,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"333","Crucigenia","25","Smooth Transition",0.0130142476409674,0.980967879295349,0.00601790146902204,"Critical Transition",0.0074116219766438,0.2673459649086,0.725242376327515,"Mendota","Yearly","EWSNet","ML"
"334","Cryptomonas","25","Smooth Transition",0.29343843460083,0.701367497444153,0.00519406795501709,"Critical Transition",0.0399999991059303,0.0907199457287788,0.86928004026413,"Mendota","Yearly","EWSNet","ML"
"335","Cyanocatena","25","Smooth Transition",0.0337383970618248,0.954764544963837,0.011497026309371,"Critical Transition",0,0.159996658563614,0.840003371238708,"Mendota","Yearly","EWSNet","ML"
"336","Cyanogranis","25","Smooth Transition",0.0042988290078938,0.962119281291962,0.0335818901658058,"Critical Transition",0.0399999991059303,0.119999997317791,0.839999973773956,"Mendota","Yearly","EWSNet","ML"
"337","Cyclostephanos","25","No Transition",0.659521460533142,0.325651854276657,0.0148265864700079,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"338","Cyclotella","25","Smooth Transition",0.0165775381028652,0.976200640201569,0.00722190318629146,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"339","Cylindrospermopsis","25","Smooth Transition",0.00837728381156921,0.9718337059021,0.0197888892143965,"Critical Transition",1.95180395961116e-14,0.0706896781921387,0.929310381412506,"Mendota","Yearly","EWSNet","ML"
"340","Dactylococcopsis","25","No Transition",0.691134631633759,0.290265262126923,0.0186000447720289,"Critical Transition",0.022844610735774,0.0967510640621185,0.88040429353714,"Mendota","Yearly","EWSNet","ML"
"341","Deasonia","25","Smooth Transition",0.00411621946841478,0.975823640823364,0.0200601164251566,"Critical Transition",0.00788996461778879,0.330099135637283,0.662010908126831,"Mendota","Yearly","EWSNet","ML"
"342","Desmarella","25","Smooth Transition",0.0224136877804995,0.965877056121826,0.0117092728614807,"Critical Transition",0.0325529724359512,0.221882045269012,0.745565056800842,"Mendota","Yearly","EWSNet","ML"
"343","Dictyosphaerium","25","Smooth Transition",0.0184345040470362,0.970618844032288,0.0109467264264822,"Critical Transition",1.34372794491355e-06,0.156947359442711,0.843051195144653,"Mendota","Yearly","EWSNet","ML"
"344","Dinobryon","25","Smooth Transition",0.0151222022250295,0.967400193214417,0.0174775961786509,"Critical Transition",0.00254988227970898,0.183358818292618,0.814091265201569,"Mendota","Yearly","EWSNet","ML"
"345","Erkenia","25","Smooth Transition",0.0290307160466909,0.966807186603546,0.00416217930614948,"Critical Transition",0.000371041474863887,0.149175986647606,0.850452959537506,"Mendota","Yearly","EWSNet","ML"
"346","Euglena","25","Smooth Transition",0.00678551429882646,0.984681606292725,0.00853290874511003,"Critical Transition",0.0171731859445572,0.207797586917877,0.775029301643372,"Mendota","Yearly","EWSNet","ML"
"347","Fragilaria","25","Smooth Transition",0.00686698546633124,0.988978028297424,0.00415502209216356,"Critical Transition",7.57572252041427e-06,0.159556925296783,0.840435385704041,"Mendota","Yearly","EWSNet","ML"
"348","Glenodinium","25","No Transition",0.525669991970062,0.437027215957642,0.03730284050107,"Critical Transition",0.0213535018265247,0.0846152976155281,0.894031226634979,"Mendota","Yearly","EWSNet","ML"
"349","Gloeocystis","25","No Transition",0.69229257106781,0.291546732187271,0.0161607246845961,"Critical Transition",0.0131380911916494,0.136099427938461,0.850762546062469,"Mendota","Yearly","EWSNet","ML"
"350","Gloeotrichia","25","Smooth Transition",0.022795058786869,0.968177318572998,0.00902759563177824,"Critical Transition",0.0399999991059303,0.0400041490793228,0.919995903968811,"Mendota","Yearly","EWSNet","ML"
"351","Golenkinia","25","Smooth Transition",0.0263296887278557,0.965231716632843,0.00843873061239719,"Critical Transition",0.00937310419976711,0.258148312568665,0.732478559017181,"Mendota","Yearly","EWSNet","ML"
"352","Gomphonema","25","Smooth Transition",0.253694027662277,0.737060546875,0.00924541987478733,"Critical Transition",0.185596764087677,0.0723136141896248,0.742089629173279,"Mendota","Yearly","EWSNet","ML"
"353","Gomphosphaeria","25","Smooth Transition",0.0140790501609445,0.975665688514709,0.0102554019540548,"Critical Transition",1.3986664271215e-08,0.120844595134258,0.879155397415161,"Mendota","Yearly","EWSNet","ML"
"354","Gymnodinium","25","No Transition",0.549607157707214,0.436552226543427,0.0138405216857791,"Critical Transition",3.95386678064824e-06,0.15875244140625,0.84124356508255,"Mendota","Yearly","EWSNet","ML"
"355","Kephyrion","25","Smooth Transition",0.0269030053168535,0.9660884141922,0.00700864056125283,"Critical Transition",0.0116943791508675,0.160245850682259,0.828059792518616,"Mendota","Yearly","EWSNet","ML"
"356","Lobomonas","25","Smooth Transition",0.00613485416397452,0.985471189022064,0.00839400757104158,"Critical Transition",0.0156631320714951,0.183404371142387,0.800932645797729,"Mendota","Yearly","EWSNet","ML"
"357","Lyngbya","25","Smooth Transition",0.00344533240422606,0.970071792602539,0.0264828149229288,"Critical Transition",3.24517630938936e-38,0.0314426124095917,0.968557417392731,"Mendota","Yearly","EWSNet","ML"
"358","Mallomonas","25","Smooth Transition",0.0267671346664429,0.96929395198822,0.00393888493999839,"Critical Transition",0.017615033313632,0.252847135066986,0.729537725448608,"Mendota","Yearly","EWSNet","ML"
"359","Merismopedia","25","Smooth Transition",0.0293412301689386,0.965884804725647,0.00477394182235003,"Critical Transition",0,0.119999997317791,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"360","Micractinium","25","Smooth Transition",0.0255344696342945,0.962146282196045,0.0123191587626934,"Critical Transition",0.0399999916553497,0.0801559835672379,0.879844069480896,"Mendota","Yearly","EWSNet","ML"
"361","Microcystis","25","Smooth Transition",0.0769804418087006,0.907722651958466,0.0152969351038337,"Critical Transition",0,0.159999996423721,0.839999973773956,"Mendota","Yearly","EWSNet","ML"
"362","Monomastix","25","Smooth Transition",0.0176813825964928,0.973223745822906,0.00909489672631025,"Critical Transition",0.0399999991059303,0.119999997317791,0.839999973773956,"Mendota","Yearly","EWSNet","ML"
"363","Monoraphidium","25","Smooth Transition",0.00843330100178719,0.985102891921997,0.00646374328061938,"Critical Transition",0.0399999991059303,0.112396627664566,0.847603380680084,"Mendota","Yearly","EWSNet","ML"
"364","Mougeotia","25","Smooth Transition",0.0202468689531088,0.974816739559174,0.00493637472391129,"Critical Transition",0.00799710303544998,0.217442899942398,0.7745600938797,"Mendota","Yearly","EWSNet","ML"
"365","Navicula","25","Smooth Transition",0.0145899308845401,0.978196084499359,0.00721386773511767,"Critical Transition",0.0106455264613032,0.309348732233047,0.680005729198456,"Mendota","Yearly","EWSNet","ML"
"366","Nitzschia","25","Smooth Transition",0.0279055163264275,0.953924179077148,0.0181702245026827,"Critical Transition",0.0395679511129856,0.123337887227535,0.837094128131866,"Mendota","Yearly","EWSNet","ML"
"367","Ochromonas","25","Smooth Transition",0.112029664218426,0.875115215778351,0.0128552624955773,"Critical Transition",0.0189254507422447,0.141735970973969,0.839338600635529,"Mendota","Yearly","EWSNet","ML"
"368","Oocystis","25","Smooth Transition",0.0180424526333809,0.949224412441254,0.0327331721782684,"Critical Transition",8.67920389282517e-05,0.0818400606513023,0.918073117733002,"Mendota","Yearly","EWSNet","ML"
"369","Oscillatoria","25","Smooth Transition",0.0133734317496419,0.973581075668335,0.0130455289036036,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"370","Pandorina","25","Smooth Transition",0.0285807345062494,0.961624383926392,0.00979494489729404,"Critical Transition",0.0133214890956879,0.161956384778023,0.824722290039062,"Mendota","Yearly","EWSNet","ML"
"371","Pediastrum","25","Smooth Transition",0.00923039298504591,0.966759443283081,0.0240101702511311,"Critical Transition",0.0138325514271855,0.267461091279984,0.718706429004669,"Mendota","Yearly","EWSNet","ML"
"372","Peridinium","25","Smooth Transition",0.192383110523224,0.79133552312851,0.0162814073264599,"Critical Transition",0.0087774908170104,0.132354274392128,0.85886824131012,"Mendota","Yearly","EWSNet","ML"
"373","Phacotus","25","Smooth Transition",0.0251529663801193,0.961655676364899,0.0131913162767887,"Critical Transition",0.018134780228138,0.218220174312592,0.763645112514496,"Mendota","Yearly","EWSNet","ML"
"374","Phormidium","25","Smooth Transition",0.0165408030152321,0.967854678630829,0.0156044885516167,"Critical Transition",2.02311625007817e-39,0.119999997317791,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"375","Planktothrix","25","Smooth Transition",0.0178303495049477,0.965627133846283,0.0165426302701235,"Critical Transition",0.0399999991059303,0.0399999991059303,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"376","Pseudanabaena","25","Smooth Transition",0.0138562330976129,0.976090013980865,0.0100536914542317,"Critical Transition",0.0100350510329008,0.148016408085823,0.841948568820953,"Mendota","Yearly","EWSNet","ML"
"377","Pyramichlamys","25","Smooth Transition",0.010727534070611,0.984109699726105,0.00516272848471999,"Critical Transition",0.0149000762030482,0.102842599153519,0.882257282733917,"Mendota","Yearly","EWSNet","ML"
"378","Quadrigula","25","Smooth Transition",0.0103636644780636,0.96592789888382,0.0237083863466978,"Critical Transition",0.0288082100450993,0.129698574542999,0.841493129730225,"Mendota","Yearly","EWSNet","ML"
"379","Rhabdoderma","25","Smooth Transition",0.00889669451862574,0.978476405143738,0.0126269934698939,"Critical Transition",0,0.118890553712845,0.881109476089478,"Mendota","Yearly","EWSNet","ML"
"380","Rhodomonas","25","Smooth Transition",0.00821345206350088,0.97877562046051,0.0130108464509249,"Critical Transition",0.0399999991059303,0.0488292276859283,0.911170780658722,"Mendota","Yearly","EWSNet","ML"
"381","Scenedesmus","25","Smooth Transition",0.016143511980772,0.968939363956451,0.0149171128869057,"Critical Transition",1.26845143313403e-05,0.171754911541939,0.82823234796524,"Mendota","Yearly","EWSNet","ML"
"382","Schizochlamys","25","Smooth Transition",0.123522751033306,0.869724333286285,0.00675299763679504,"Critical Transition",0.0399869196116924,0.0756729766726494,0.884340107440948,"Mendota","Yearly","EWSNet","ML"
"383","Schroederia","25","Smooth Transition",0.0309792701154947,0.966402411460876,0.00261828489601612,"Critical Transition",0.00479506561532617,0.0985346511006355,0.89667022228241,"Mendota","Yearly","EWSNet","ML"
"384","Selenastrum","25","Smooth Transition",0.00277496036142111,0.992901682853699,0.00432335631921887,"Critical Transition",0.0107202790677547,0.181884229183197,0.807395458221436,"Mendota","Yearly","EWSNet","ML"
"385","Snowella","25","Smooth Transition",0.0139990281313658,0.969223260879517,0.0167778432369232,"Critical Transition",0.00985582917928696,0.231687903404236,0.758456349372864,"Mendota","Yearly","EWSNet","ML"
"386","Sphaerocystis","25","Smooth Transition",0.0086846686899662,0.972864151000977,0.018451202660799,"Critical Transition",1.7748075720192e-07,0.120000191032887,0.87999963760376,"Mendota","Yearly","EWSNet","ML"
"387","Staurastrum","25","Smooth Transition",0.00375921581871808,0.990591406822205,0.00564943486824632,"Critical Transition",0.39104038476944,0.0647930130362511,0.544166564941406,"Mendota","Yearly","EWSNet","ML"
"388","Stephanodiscus","25","Smooth Transition",0.00613193027675152,0.963348209857941,0.0305198840796947,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"389","Synechococcus","25","Smooth Transition",0.00630310829728842,0.979623794555664,0.014073166064918,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Mendota","Yearly","EWSNet","ML"
"390","Synechocystis","25","Smooth Transition",0.0171536430716515,0.962184071540833,0.0206623356789351,"Critical Transition",0.0399999991059303,0.0799999982118607,0.879999995231628,"Mendota","Yearly","EWSNet","ML"
"391","Synedra","25","Smooth Transition",0.00983796827495098,0.965494096279144,0.0246679950505495,"Critical Transition",0.014968485571444,0.275452226400375,0.709579229354858,"Mendota","Yearly","EWSNet","ML"
"392","Synura","25","Smooth Transition",0.0129730375483632,0.976153552532196,0.0108734481036663,"Critical Transition",0.00490846624597907,0.195926398038864,0.79916512966156,"Mendota","Yearly","EWSNet","ML"
"393","Tetraedron","25","Smooth Transition",0.00642402330413461,0.977095723152161,0.0164803508669138,"Critical Transition",0.0254620816558599,0.250953704118729,0.723584294319153,"Mendota","Yearly","EWSNet","ML"
"394","Tetrastrum","25","Smooth Transition",0.0129963755607605,0.959430873394012,0.0275727789849043,"Critical Transition",0.0149319591000676,0.177978992462158,0.807089030742645,"Mendota","Yearly","EWSNet","ML"
"395","Uroglena","25","Smooth Transition",0.00489605311304331,0.976716637611389,0.0183874033391476,"Critical Transition",4.43414501205552e-05,0.114865846931934,0.885089814662933,"Mendota","Yearly","EWSNet","ML"
"396","ACANTHOCYCLOPS","25","Smooth Transition",0.0112630017101765,0.964658439159393,0.0240786019712687,"Critical Transition",0.384636431932449,0.0653396993875504,0.550023853778839,"Mendota","Yearly","EWSNet","ML"
"397","AGLAODIAPTOMUS","25","Smooth Transition",0.0264348294585943,0.939428925514221,0.0341362841427326,"Critical Transition",0.383666396141052,0.0654873996973038,0.55084627866745,"Mendota","Yearly","EWSNet","ML"
"398","ALONA","25","Smooth Transition",0.0176680367439985,0.974909067153931,0.00742302602156997,"Critical Transition",0.38499441742897,0.0653404891490936,0.549664974212646,"Mendota","Yearly","EWSNet","ML"
"399","BYTHOTREPHES","25","Smooth Transition",0.0432691872119904,0.953361868858337,0.00336887151934206,"Critical Transition",0.385006129741669,0.0653401389718056,0.549653708934784,"Mendota","Yearly","EWSNet","ML"
"400","CALANOID","25","Smooth Transition",0.0467478074133396,0.934300303459167,0.0189519673585892,"Critical Transition",0.382778942584991,0.0654980540275574,0.551723003387451,"Mendota","Yearly","EWSNet","ML"
"401","CHYDORUS","25","Smooth Transition",0.0515025183558464,0.93678343296051,0.0117141380906105,"Critical Transition",0.384094625711441,0.0653686597943306,0.550536751747131,"Mendota","Yearly","EWSNet","ML"
"402","COPEPOD","25","Smooth Transition",0.0229671020060778,0.968326210975647,0.00870656315237284,"Critical Transition",0.410383939743042,0.0667395517230034,0.522876560688019,"Mendota","Yearly","EWSNet","ML"
