"","time","metric.code","metric.score","rolling.mean","rolling.sd","threshold.crossed","str","lake","res","method","computation"
"484",1990,"mutINFO",NA,NA,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"485",1991,"mutINFO",0.707106781186548,0.707106781186548,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"486",1992,"mutINFO",0.394703029950745,0.550904905568646,0.220902810966951,0,-0.707106781186547,"Lower Zurich","Yearly","multivariate EWS","expanding"
"487",1993,"mutINFO",0.176232242105785,0.426014017747693,0.266818716601119,0,-0.936147879068465,"Lower Zurich","Yearly","multivariate EWS","expanding"
"488",1994,"mutINFO",-0.168135500274868,0.277476638242052,0.368395029093394,0,-1.20960410245913,"Lower Zurich","Yearly","multivariate EWS","expanding"
"489",1995,"mutINFO",0.365056950930981,0.294992700779838,0.321434651725168,0,0.217973543845076,"Lower Zurich","Yearly","multivariate EWS","expanding"
"490",1996,"mutINFO",1.44379509734322,0.486459766873736,0.550103638104106,0,1.74028176539402,"Lower Zurich","Yearly","multivariate EWS","expanding"
"491",1997,"mutINFO",0.99509915997446,0.559122537316696,0.537715065195873,0,0.810794881670184,"Lower Zurich","Yearly","multivariate EWS","expanding"
"492",1998,"mutINFO",0.857305547142007,0.59639541354486,0.508867638833172,0,0.512726913024792,"Lower Zurich","Yearly","multivariate EWS","expanding"
"493",1999,"mutINFO",0.45547774783494,0.580737895132647,0.478314133771574,0,-0.261878415153684,"Lower Zurich","Yearly","multivariate EWS","expanding"
"494",2000,"mutINFO",0.806808228562249,0.603344928475607,0.456590297825631,0,0.445614593773834,"Lower Zurich","Yearly","multivariate EWS","expanding"
"495",2001,"mutINFO",1.40180407365331,0.675932123491762,0.495565474730731,0,1.46473470646025,"Lower Zurich","Yearly","multivariate EWS","expanding"
"496",2002,"mutINFO",1.12856562560855,0.713651582001495,0.49023699223263,0,0.846354008736599,"Lower Zurich","Yearly","multivariate EWS","expanding"
"497",2003,"mutINFO",0.990538729006622,0.734950593309582,0.475607021236,0,0.537393529289838,"Lower Zurich","Yearly","multivariate EWS","expanding"
"498",2004,"mutINFO",0.661232881156456,0.729685042441501,0.457372983672024,0,-0.14966376180656,"Lower Zurich","Yearly","multivariate EWS","expanding"
"499",1990,"pcaAR",NA,NA,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"500",1991,"pcaAR",0.707106781186548,0.707106781186548,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"501",1992,"pcaAR",-1.15091950427584,-0.221906361544645,1.3138229860733,0,-0.707106781186548,"Lower Zurich","Yearly","multivariate EWS","expanding"
"502",1993,"pcaAR",0.937360605056881,0.164515960655864,1.14500307975646,0,0.674971673059078,"Lower Zurich","Yearly","multivariate EWS","expanding"
"503",1994,"pcaAR",0.102897080051667,0.149111240504814,0.935398626279863,0,-0.0494058459727956,"Lower Zurich","Yearly","multivariate EWS","expanding"
"504",1995,"pcaAR",-1.43936989277301,-0.16858498615075,1.0774425296463,0,-1.17944565176895,"Lower Zurich","Yearly","multivariate EWS","expanding"
"505",1996,"pcaAR",-0.0948869508225721,-0.15630198026272,0.964163449397642,0,0.0636977366011093,"Lower Zurich","Yearly","multivariate EWS","expanding"
"506",1997,"pcaAR",1.93808394520798,0.142896009090236,1.18377025732414,0,1.51650028796608,"Lower Zurich","Yearly","multivariate EWS","expanding"
"507",1998,"pcaAR",-0.211603418819755,0.0985835806014875,1.10310168205005,0,-0.281195291847238,"Lower Zurich","Yearly","multivariate EWS","expanding"
"508",1999,"pcaAR",0.152132789888061,0.10453349274444,1.03201151588271,0,0.0461228352698255,"Lower Zurich","Yearly","multivariate EWS","expanding"
"509",2000,"pcaAR",0.676063602296664,0.161686503699663,0.989633161599032,0,0.519765422740967,"Lower Zurich","Yearly","multivariate EWS","expanding"
"510",2001,"pcaAR",0.111402557711209,0.15711523588253,0.938970860286336,0,-0.048683809162493,"Lower Zurich","Yearly","multivariate EWS","expanding"
"511",2002,"pcaAR",-0.788194359563418,0.0783394362620346,0.935939269428438,0,-0.925844041520589,"Lower Zurich","Yearly","multivariate EWS","expanding"
"512",2003,"pcaAR",-0.301967216808668,0.0490850783335191,0.902280120955559,0,-0.389072403335679,"Lower Zurich","Yearly","multivariate EWS","expanding"
"513",2004,"pcaAR",-0.0609174320633487,0.0412277561623143,0.867381081505112,0,-0.117762757804697,"Lower Zurich","Yearly","multivariate EWS","expanding"
"514",1990,"pcaSD",NA,NA,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"515",1991,"pcaSD",0.707106781186579,0.707106781186579,NA,0,NA,"Lower Zurich","Yearly","multivariate EWS","expanding"
"516",1992,"pcaSD",0.743750989023823,0.725428885105201,0.0259113678529245,0,0.707106781186545,"Lower Zurich","Yearly","multivariate EWS","expanding"
"517",1993,"pcaSD",1.4791350269103,0.976664265706902,0.435537999364291,0,1.15367835168643,"Lower Zurich","Yearly","multivariate EWS","expanding"
"518",1994,"pcaSD",1.49824356147868,1.10705908964985,0.440991465946843,0,0.887056784622644,"Lower Zurich","Yearly","multivariate EWS","expanding"
"519",1995,"pcaSD",1.10827758741716,1.10730278920331,0.38191020112825,0,0.00255242779840258,"Lower Zurich","Yearly","multivariate EWS","expanding"
"520",1996,"pcaSD",1.69785437741146,1.20572805390467,0.418102281469322,0,1.17704768741594,"Lower Zurich","Yearly","multivariate EWS","expanding"
"521",1997,"pcaSD",1.63214676739187,1.26664501297427,0.414307530051717,0,0.882199158610456,"Lower Zurich","Yearly","multivariate EWS","expanding"
"522",1998,"pcaSD",1.84172358662556,1.33852983468068,0.434129724174705,0,1.1590861531112,"Lower Zurich","Yearly","multivariate EWS","expanding"
"523",1999,"pcaSD",1.36493040884758,1.34146323181034,0.406186513321143,0,0.0577743875476493,"Lower Zurich","Yearly","multivariate EWS","expanding"
"524",2000,"pcaSD",1.49390366616191,1.35670727524549,0.385978431500843,0,0.355450926060652,"Lower Zurich","Yearly","multivariate EWS","expanding"
"525",2001,"pcaSD",1.39473507607849,1.36016434804849,0.366350760203229,0,0.0943651052090695,"Lower Zurich","Yearly","multivariate EWS","expanding"
"526",2002,"pcaSD",1.27501820877012,1.35306883644196,0.350165480961807,0,-0.222896407314215,"Lower Zurich","Yearly","multivariate EWS","expanding"
"527",2003,"pcaSD",0.99028946346774,1.32516273082856,0.350030905610292,0,-0.956696285937825,"Lower Zurich","Yearly","multivariate EWS","expanding"
"528",2004,"pcaSD",0.82553346197232,1.28947492591026,0.36183914328881,0,-1.2821759959995,"Lower Zurich","Yearly","multivariate EWS","expanding"
"529",2002,"maxAR",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"530",2003,"maxAR",-0.707106781186547,-0.707106781186547,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"531",2004,"maxAR",-0.589852399473466,-0.648479590330007,0.0829113684331555,0,0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"532",2005,"maxAR",-0.704331424735947,-0.66709686846532,0.0669100638411896,0,-0.556486634940334,"Mendota","Yearly","multivariate EWS","expanding"
"533",2006,"maxAR",-0.415110688420934,-0.604100323454224,0.137327697481226,0,1.37619459511528,"Mendota","Yearly","multivariate EWS","expanding"
"534",2007,"maxAR",-0.539497816561447,-0.591179822075668,0.12238819040654,0,0.422279350177071,"Mendota","Yearly","multivariate EWS","expanding"
"535",2008,"maxAR",-0.724122490883088,-0.613336933543572,0.122183144714795,0,-0.906717187531197,"Mendota","Yearly","multivariate EWS","expanding"
"536",2009,"maxAR",-0.660246540999629,-0.620038306037294,0.112937856644386,0,-0.356020878711566,"Mendota","Yearly","multivariate EWS","expanding"
"537",2002,"maxSD",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"538",2003,"maxSD",-0.707106781186548,-0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"539",2004,"maxSD",-1.0084683742461,-0.857787577716322,0.213094826041587,0,-0.707106781186547,"Mendota","Yearly","multivariate EWS","expanding"
"540",2005,"maxSD",-1.16287672293186,-0.959483959454833,0.231799837400639,0,-0.877449983390124,"Mendota","Yearly","multivariate EWS","expanding"
"541",2006,"maxSD",-1.16067098968645,-1.00978071701274,0.214335791915388,0,-0.703990086421409,"Mendota","Yearly","multivariate EWS","expanding"
"542",2007,"maxSD",-1.25483321884789,-1.05879121737977,0.215557462183823,0,-0.909465158301674,"Mendota","Yearly","multivariate EWS","expanding"
"543",2008,"maxSD",-1.28537878702478,-1.0965558123206,0.213843408569861,0,-0.882996469084477,"Mendota","Yearly","multivariate EWS","expanding"
"544",2009,"maxSD",-1.3071900996144,-1.12664642479114,0.210821292890321,0,-0.856382542522296,"Mendota","Yearly","multivariate EWS","expanding"
"545",2002,"meanAR",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"546",2003,"meanAR",0.707106781186548,0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"547",2004,"meanAR",1.0290104317751,0.868058606480823,0.227620254219869,0,0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"548",2005,"meanAR",-0.607895899591614,0.376073771123344,0.867209735145274,0,-1.13463863565845,"Mendota","Yearly","multivariate EWS","expanding"
"549",2006,"meanAR",-0.396728488958949,0.182873206102771,0.806643859736686,0,-0.718534813183751,"Mendota","Yearly","multivariate EWS","expanding"
"550",2007,"meanAR",0.9528283377402,0.336864232430257,0.778827271148832,0,0.790886667850431,"Mendota","Yearly","multivariate EWS","expanding"
"551",2008,"meanAR",-1.35811075310725,0.0543684015073391,0.981876214988981,0,-1.43855114631781,"Mendota","Yearly","multivariate EWS","expanding"
"552",2009,"meanAR",-0.777659940086483,-0.0644927901489211,0.949892957903431,0,-0.750786858670516,"Mendota","Yearly","multivariate EWS","expanding"
"553",2002,"meanSD",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"554",2003,"meanSD",-0.707106781186544,-0.707106781186544,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"555",2004,"meanSD",-1.01390838924872,-0.860507585217634,0.216941497539705,0,-0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"556",2005,"meanSD",-1.0638765825477,-0.928297250994324,0.193178992221542,0,-0.701832688918334,"Mendota","Yearly","multivariate EWS","expanding"
"557",2006,"meanSD",-1.09673549346575,-0.970406811612179,0.178806065535268,0,-0.706512284554741,"Mendota","Yearly","multivariate EWS","expanding"
"558",2007,"meanSD",-1.1539534862696,-1.00711614654366,0.175261470836322,0,-0.837818711809548,"Mendota","Yearly","multivariate EWS","expanding"
"559",2008,"meanSD",-1.09673553464849,-1.0220527112278,0.160971650656721,0,-0.463950162131048,"Mendota","Yearly","multivariate EWS","expanding"
"560",2009,"meanSD",-1.19316282295132,-1.04649701290259,0.160548728178917,0,-0.91352832073068,"Mendota","Yearly","multivariate EWS","expanding"
"561",2002,"eigenCOV",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"562",2003,"eigenCOV",-0.707106781186547,-0.707106781186547,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"563",2004,"eigenCOV",-0.845474661801232,-0.77629072149389,0.0978408666810538,0,-0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"564",2005,"eigenCOV",-1.03713091147832,-0.863237451488701,0.165727544985201,0,-1.04927313081933,"Mendota","Yearly","multivariate EWS","expanding"
"565",2006,"eigenCOV",-0.549132771044679,-0.784711281377696,0.207306175371337,0,1.13637960813775,"Mendota","Yearly","multivariate EWS","expanding"
"566",2007,"eigenCOV",-0.689647121056916,-0.76569844931354,0.184497497749475,0,0.412207911675268,"Mendota","Yearly","multivariate EWS","expanding"
"567",2008,"eigenCOV",-1.18517010807478,-0.835610392440413,0.237818292171365,0,-1.46986050754448,"Mendota","Yearly","multivariate EWS","expanding"
"568",2009,"eigenCOV",-1.3063694522247,-0.902861686695311,0.280696347432831,0,-1.43752410467665,"Mendota","Yearly","multivariate EWS","expanding"
"569",2002,"eigenMAF",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"570",2003,"eigenMAF",-0.707106781186548,-0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"571",2004,"eigenMAF",0.990205667826894,0.141549443320173,1.20018114248975,0,0.707106781186547,"Mendota","Yearly","multivariate EWS","expanding"
"572",2005,"eigenMAF",1.21476225039303,0.499287045677792,1.05078349997311,0,0.68089687812337,"Mendota","Yearly","multivariate EWS","expanding"
"573",2006,"eigenMAF",-0.242220139742855,0.31391024932263,0.934641929146185,0,-0.595019730789867,"Mendota","Yearly","multivariate EWS","expanding"
"574",2007,"eigenMAF",1.39195269012544,0.529518737483191,0.942126187207951,0,0.915412355958516,"Mendota","Yearly","multivariate EWS","expanding"
"575",2008,"eigenMAF",0.313205611036458,0.493466549742069,0.847277973007631,0,-0.212753009576927,"Mendota","Yearly","multivariate EWS","expanding"
"576",2009,"eigenMAF",1.28031523258467,0.605873504433869,0.828661913686672,0,0.813892513956921,"Mendota","Yearly","multivariate EWS","expanding"
"577",2002,"mafAR",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"578",2003,"mafAR",0.707106781186548,0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"579",2004,"mafAR",0.935359300679913,0.82123304093323,0.161398904356673,0,0.707106781186547,"Mendota","Yearly","multivariate EWS","expanding"
"580",2005,"mafAR",1.02413507974501,0.888867053870491,0.163547798156257,0,0.827085582315715,"Mendota","Yearly","multivariate EWS","expanding"
"581",2006,"mafAR",1.05699813757129,0.930899824795691,0.1577939696179,0,0.799132647977298,"Mendota","Yearly","multivariate EWS","expanding"
"582",2007,"mafAR",1.0638768716078,0.957495234158113,0.149032820652382,0,0.71381348741847,"Mendota","Yearly","multivariate EWS","expanding"
"583",2008,"mafAR",1.05771579273734,0.974198660587984,0.139436910580638,0,0.598960001348099,"Mendota","Yearly","multivariate EWS","expanding"
"584",2009,"mafAR",1.04478935849091,0.984283046002688,0.130054118855344,0,0.465239494302558,"Mendota","Yearly","multivariate EWS","expanding"
"585",2002,"mafSD",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"586",2003,"mafSD",0.707106781186548,0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"587",2004,"mafSD",0.982080102925807,0.844593442056177,0.194435500447221,0,0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"588",2005,"mafSD",0.120015275554888,0.603067386555747,0.440348825789136,0,-1.09697603970034,"Mendota","Yearly","multivariate EWS","expanding"
"589",2006,"mafSD",0.52113556676086,0.582584431607026,0.36186958703789,0,-0.16980942043005,"Mendota","Yearly","multivariate EWS","expanding"
"590",2007,"mafSD",1.99251260517399,0.864570066320419,0.704124768376177,0,1.60190720382523,"Mendota","Yearly","multivariate EWS","expanding"
"591",2008,"mafSD",0.889108341858695,0.868659778910131,0.629868006845119,0,0.0324648382301341,"Mendota","Yearly","multivariate EWS","expanding"
"592",2009,"mafSD",0.348734163543791,0.794384691000654,0.607642117116311,0,-0.73340954305766,"Mendota","Yearly","multivariate EWS","expanding"
"593",2002,"maxCOV",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"594",2003,"maxCOV",0.707106781186547,0.707106781186547,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"595",2004,"maxCOV",-1.11231594053717,-0.202604579675311,1.28652614437572,0,-0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"596",2005,"maxCOV",-0.49230501178346,-0.299171390378027,0.924959570397007,0,-0.208802230482935,"Mendota","Yearly","multivariate EWS","expanding"
"597",2006,"maxCOV",0.00717631207480626,-0.222584464764819,0.770603032227928,0,0.29815711492252,"Mendota","Yearly","multivariate EWS","expanding"
"598",2007,"maxCOV",0.469892818739474,-0.0840890080639602,0.735715116463604,0,0.752984157055633,"Mendota","Yearly","multivariate EWS","expanding"
"599",2008,"maxCOV",0.631150050544012,0.0351175017040351,0.719918424476584,0,0.82791678692391,"Mendota","Yearly","multivariate EWS","expanding"
"600",2009,"maxCOV",0.448823212397451,0.0942183175173802,0.675538644287647,0,0.524921701931649,"Mendota","Yearly","multivariate EWS","expanding"
"601",2002,"mutINFO",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"602",2003,"mutINFO",0.707106781186548,0.707106781186548,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"603",2004,"mutINFO",1.0123848886525,0.859745834919522,0.215864219936967,0,0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"604",2005,"mutINFO",0.631183102673298,0.783558257504114,0.201772945614084,0,-0.755181297309565,"Mendota","Yearly","multivariate EWS","expanding"
"605",2006,"mutINFO",0.402683266496163,0.688339509752126,0.251809426779492,0,-1.13441441374675,"Mendota","Yearly","multivariate EWS","expanding"
"606",2007,"mutINFO",0.137870087784671,0.578245625358635,0.328875823777758,0,-1.33903286813674,"Mendota","Yearly","multivariate EWS","expanding"
"607",2008,"mutINFO",0.38581734200103,0.546174244799034,0.304464918633316,0,-0.526684333675667,"Mendota","Yearly","multivariate EWS","expanding"
"608",2009,"mutINFO",0.922372787283349,0.599916893725365,0.312197018607361,0,1.03286025919269,"Mendota","Yearly","multivariate EWS","expanding"
"609",2002,"pcaAR",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"610",2003,"pcaAR",-0.707106781186547,-0.707106781186547,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"611",2004,"pcaAR",-0.805568069265495,-0.756337425226021,0.0696226444849858,0,-0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"612",2005,"pcaAR",-0.419018689927948,-0.64389784679333,0.200877158250771,0,1.11948595262707,"Mendota","Yearly","multivariate EWS","expanding"
"613",2006,"pcaAR",0.157541856419041,-0.443537920990237,0.43298670642706,0,1.38821762536152,"Mendota","Yearly","multivariate EWS","expanding"
"614",2007,"pcaAR",0.171386001746163,-0.320553136442957,0.46501010968324,0,1.05791063021022,"Mendota","Yearly","multivariate EWS","expanding"
"615",2008,"pcaAR",0.34162812082405,-0.210189593565123,0.496052609372616,0,1.11241772336827,"Mendota","Yearly","multivariate EWS","expanding"
"616",2009,"pcaAR",0.804675489478778,-0.0652088674159941,0.593458256946169,0,1.4657886156493,"Mendota","Yearly","multivariate EWS","expanding"
"617",2002,"pcaSD",NA,NA,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"618",2003,"pcaSD",-0.707106781186549,-0.707106781186549,NA,0,NA,"Mendota","Yearly","multivariate EWS","expanding"
"619",2004,"pcaSD",-0.853013309259556,-0.780060045223053,0.103171495419809,0,-0.707106781186548,"Mendota","Yearly","multivariate EWS","expanding"
"620",2005,"pcaSD",-1.05489295977563,-0.871671016740579,0.174642174289989,0,-1.0491277022858,"Mendota","Yearly","multivariate EWS","expanding"
"621",2006,"pcaSD",-0.546211631148307,-0.790306170342511,0.21636592217356,0,1.12815611969801,"Mendota","Yearly","multivariate EWS","expanding"
"622",2007,"pcaSD",-0.696017632395444,-0.771448462753098,0.192064376931669,0,0.392737224688415,"Mendota","Yearly","multivariate EWS","expanding"
"623",2008,"pcaSD",-1.22135397700382,-0.846432715128218,0.251489181744374,0,-1.4908047307446,"Mendota","Yearly","multivariate EWS","expanding"
"624",2009,"pcaSD",-1.35035931777697,-0.918422229792325,0.298300360927921,0,-1.44799384969237,"Mendota","Yearly","multivariate EWS","expanding"
"625",1988,"maxAR",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"626",1989,"maxAR",0.707106781186548,0.707106781186548,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"627",1990,"maxAR",1.15285575102446,0.929981266105502,0.315192119279304,0,0.707106781186548,"Windermere","Yearly","multivariate EWS","expanding"
"628",1991,"maxAR",-1.48888470770544,0.12369260816852,1.4142055139835,0,-1.14027084460425,"Windermere","Yearly","multivariate EWS","expanding"
"629",1992,"maxAR",-0.841559436788668,-0.117620403070777,1.25149751688171,0,-0.578458226207028,"Windermere","Yearly","multivariate EWS","expanding"
"630",1993,"maxAR",-1.02336933770922,-0.298770189998466,1.15704829311077,0,-0.626247972556654,"Windermere","Yearly","multivariate EWS","expanding"
"631",1994,"maxAR",-0.792508954916675,-0.381059984151501,1.0543425740256,0,-0.390242204859674,"Windermere","Yearly","multivariate EWS","expanding"
"632",1995,"maxAR",-0.694904829637514,-0.425894962078074,0.96976102531612,0,-0.277398101735166,"Windermere","Yearly","multivariate EWS","expanding"
"633",1996,"maxAR",-0.63545889317419,-0.452090453465088,0.90087624712177,0,-0.20354453821482,"Windermere","Yearly","multivariate EWS","expanding"
"634",1997,"maxAR",-0.443573777098818,-0.451144156091058,0.842697348018944,0,0.00898350874135003,"Windermere","Yearly","multivariate EWS","expanding"
"635",1998,"maxAR",-0.802425551227322,-0.486272295604685,0.802230870037996,0,-0.394092607789655,"Windermere","Yearly","multivariate EWS","expanding"
"636",1988,"maxSD",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"637",1989,"maxSD",-0.707106781186548,-0.707106781186548,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"638",1990,"maxSD",1.13648388798816,0.214688553400808,1.30361546390568,0,0.707106781186548,"Windermere","Yearly","multivariate EWS","expanding"
"639",1991,"maxSD",0.818003001454484,0.4157933694187,0.985411629697857,0,0.408164080790388,"Windermere","Yearly","multivariate EWS","expanding"
"640",1992,"maxSD",0.366464434635259,0.40346113572284,0.804963180885255,0,-0.0459607370450083,"Windermere","Yearly","multivariate EWS","expanding"
"641",1993,"maxSD",1.27733788265199,0.57823648510867,0.799191094607776,0,0.874761245789935,"Windermere","Yearly","multivariate EWS","expanding"
"642",1994,"maxSD",1.08712348218377,0.663050984621186,0.744396480731641,0,0.569686327836715,"Windermere","Yearly","multivariate EWS","expanding"
"643",1995,"maxSD",0.521812156478658,0.642874009172254,0.681631527639808,0,-0.17760600527499,"Windermere","Yearly","multivariate EWS","expanding"
"644",1996,"maxSD",-0.128719648840324,0.546424801920681,0.687507549390763,0,-0.982017508548506,"Windermere","Yearly","multivariate EWS","expanding"
"645",1997,"maxSD",-0.713655796049144,0.406415846590701,0.768118395700795,0,-1.45820182006961,"Windermere","Yearly","multivariate EWS","expanding"
"646",1998,"maxSD",-1.16824287447316,0.248949974484315,0.878865559024304,0,-1.61252518591217,"Windermere","Yearly","multivariate EWS","expanding"
"647",1988,"meanAR",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"648",1989,"meanAR",0.707106781186545,0.707106781186545,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"649",1990,"meanAR",-1.13343724046193,-0.21316522963769,1.30146115877999,0,-0.707106781186547,"Windermere","Yearly","multivariate EWS","expanding"
"650",1991,"meanAR",-0.680723977521616,-0.369018145598999,0.959046906124726,0,-0.32501625304454,"Windermere","Yearly","multivariate EWS","expanding"
"651",1992,"meanAR",-0.872615159294242,-0.49491739902281,0.822546736351375,0,-0.459180911648634,"Windermere","Yearly","multivariate EWS","expanding"
"652",1993,"meanAR",-0.0633080904029467,-0.408595537298837,0.738034327907034,0,0.467847407416778,"Windermere","Yearly","multivariate EWS","expanding"
"653",1994,"meanAR",-0.925587249992348,-0.494760822747755,0.693038580336125,0,-0.621648548101956,"Windermere","Yearly","multivariate EWS","expanding"
"654",1995,"meanAR",-0.456905203463169,-0.489352877135672,0.632816547396475,0,0.0512750082247353,"Windermere","Yearly","multivariate EWS","expanding"
"655",1996,"meanAR",-0.964018945169099,-0.54868613563985,0.609435932127558,0,-0.681503645640503,"Windermere","Yearly","multivariate EWS","expanding"
"656",1997,"meanAR",-0.0726434513279029,-0.495792504049634,0.591747633972774,0,0.715083641113806,"Windermere","Yearly","multivariate EWS","expanding"
"657",1998,"meanAR",-0.531572493639845,-0.499370503008655,0.558019741326274,0,-0.0577076190076249,"Windermere","Yearly","multivariate EWS","expanding"
"658",1988,"meanSD",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"659",1989,"meanSD",-0.707106781186543,-0.707106781186543,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"660",1990,"meanSD",0.370215650827616,-0.168445565179464,0.761781997201595,0,0.707106781186547,"Windermere","Yearly","multivariate EWS","expanding"
"661",1991,"meanSD",-0.52836419541278,-0.288418441923903,0.577352906889049,0,-0.415596337397481,"Windermere","Yearly","multivariate EWS","expanding"
"662",1992,"meanSD",-1.46655761165366,-0.582953234356342,0.754471489548614,0,-1.17115674950947,"Windermere","Yearly","multivariate EWS","expanding"
"663",1993,"meanSD",-0.230084349826403,-0.512379457450354,0.672178332989214,0,0.419970555088513,"Windermere","Yearly","multivariate EWS","expanding"
"664",1994,"meanSD",1.92767613345037,-0.105703525633566,1.16351658784327,0,1.74761553065013,"Windermere","Yearly","multivariate EWS","expanding"
"665",1995,"meanSD",1.52168708270374,0.126780846986048,1.22738961203919,0,1.13648202822915,"Windermere","Yearly","multivariate EWS","expanding"
"666",1996,"meanSD",0.536508237846096,0.177996770843554,1.14553814717418,0,0.312963359524011,"Windermere","Yearly","multivariate EWS","expanding"
"667",1997,"meanSD",0.383265828099533,0.200804443871996,1.07373513975425,0,0.169931463982166,"Windermere","Yearly","multivariate EWS","expanding"
"668",1998,"meanSD",0.492879021125966,0.230011901597393,1.01653190394022,0,0.258592099775386,"Windermere","Yearly","multivariate EWS","expanding"
"669",1988,"eigenCOV",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"670",1989,"eigenCOV",-0.707106781186575,-0.707106781186575,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"671",1990,"eigenCOV",-1.15418744351095,-0.930647112348765,0.316133768066941,0,-0.707106781186548,"Windermere","Yearly","multivariate EWS","expanding"
"672",1991,"eigenCOV",-1.09815762924667,-0.986483951314733,0.243564236728703,0,-0.458497846119849,"Windermere","Yearly","multivariate EWS","expanding"
"673",1992,"eigenCOV",0.0129039884061655,-0.736636966384508,0.537813246821843,0,1.39368258260654,"Windermere","Yearly","multivariate EWS","expanding"
"674",1993,"eigenCOV",0.952680499501851,-0.398773473207236,0.88751958651769,0,1.52273143403146,"Windermere","Yearly","multivariate EWS","expanding"
"675",1994,"eigenCOV",1.41102079157181,-0.0971410957440614,1.08445625083106,0,1.39070791113991,"Windermere","Yearly","multivariate EWS","expanding"
"676",1995,"eigenCOV",1.12596956660131,0.077588998876706,1.09258960352705,0,0.959537381959581,"Windermere","Yearly","multivariate EWS","expanding"
"677",1996,"eigenCOV",1.12292183300472,0.208255603142708,1.0769429546343,0,0.849317251137603,"Windermere","Yearly","multivariate EWS","expanding"
"678",1997,"eigenCOV",1.56486013667449,0.358989440201795,1.1042266833877,0,1.09204995189317,"Windermere","Yearly","multivariate EWS","expanding"
"679",1998,"eigenCOV",1.15746869391376,0.438837365572991,1.07125807416591,0,0.670829322710408,"Windermere","Yearly","multivariate EWS","expanding"
"680",1988,"eigenMAF",NA,NA,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"681",1989,"eigenMAF",-0.707106781186547,-0.707106781186547,NA,0,NA,"Windermere","Yearly","multivariate EWS","expanding"
"682",1990,"eigenMAF",0.0864092088552309,-0.310348786165658,0.561100537538498,0,0.707106781186548,"Windermere","Yearly","multivariate EWS","expanding"
"683",1991,"eigenMAF",-1.39993310758596,-0.673543559972427,0.743739361453087,0,-0.976672185527935,"Windermere","Yearly","multivariate EWS","expanding"
